标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
白天鹅花园 大1房1厅 步梯中低层 诚意出售,75,13214,南海,1室1厅1卫,56.76㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,东北,钢混结构,精装,,,海北综合市场、国昌新城市广场、万达广场、新荔湾幼儿园、沙面新城幼儿园.,白天鹅花园小区门口就有132、132可以到广州滘口地铁站中山八路、行前600米有653.789可以到金沙洲.随时往返广佛很方便：广210A路、佛230路、佛276路、沥18路、沥07路
西南向大2房 业主自己住保养好 满5唯一免个税,176,20000,南海,2室2厅1卫,88㎡,平层,塔楼,低楼层(共58层),暂无数据,暂无,南西南,钢混结构,精装,,有,小区四周配套比较完善广百购物广场麦当劳风情街一饭丰顺酒家华润万家便利广州中医药大学附属金沙洲医院金沙洲社区门诊工商银行农业银行、沙田商场,1、楼盘距离公交车站约500米左右、公交线路都可以去往广州地铁6号线浔峰岗站2、广州地铁12号线将于2024年下半年通车3、私家车可以通过金沙洲大桥、广佛大桥（建设中）直达到广州的老城区。
万科四季花城 山上型别墅 单边位 南北对流  通风采光,870,44827,南海,6室3厅4卫,194.08㎡,跃层,塔楼,低楼层(共3层),暂无数据,183.54㎡,南,混合结构,精装,,,医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园。银行：农业银行、民生银行、中国银行、建设银行商场,地铁6号线276路、283路、12路、高峰30路万科四季花城常年青山绿水百花争放全年无黄真正的花园小区!
金沙洲时代水岸一期、电梯中高层3房两卫、南向,260,27883,南海,3室2厅2卫,93.25㎡,平层,塔楼,中楼层(共34层),暂无数据,暂无,南,钢混结构,精装,,有,小区位于沿江路与泌冲路交汇处、楼下城际海北广场、配套成熟、2公里范围内有大型商场、医院、公园、生活便利,出行便捷、几站可达万达广场、金铂天地、黄岐嘉州广场多条公交车线路接驳6号线沙贝站、5号滘口站、交通十分便利。
前排江景三房  高楼层 视野开阔,330,26214,南海,3室2厅2卫,125.89㎡,平层,塔楼,中楼层(共31层),暂无数据,100.54㎡,东南,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站
恒大御景半岛、满五年、产权清、朝向好、望花园、急卖,331,20607,南海,4室1厅2卫,160.63㎡,平层,塔楼,低楼层(共31层),暂无数据,暂无,南北,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
金沙洲万科四季花城 单价低 近地铁 居住舒适,190,15448,南海,3室2厅2卫,123㎡,平层,塔楼,中楼层(共16层),暂无数据,暂无,南北,钢混结构,精装,,有,地铁：6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园、凤鸣洲公园。银行：农业银行、中国银行、建设银行,地铁6、12号线、环城高速、内环路、广佛肇高速、沈海高速。广州和佛山多条公交线路
东南向 江景三房 东西对流 双向采光,348,24858,南海,3室2厅2卫,140㎡,平层,塔楼,低楼层(共31层),暂无数据,暂无,东东南,钢混结构,简装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
佛山金沙洲 恒大御景半岛 温馨安静望花园,195,20104,南海,3室2厅1卫,97㎡,平层,塔楼,低楼层(共31层),暂无数据,暂无,东,钢混结构,精装,,有,广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,小区每隔四到六栋设有便民车站点方便人们来回沙贝地铁口、路程畅通无堵塞
沙面新城  全线江景大。豪。宅  户型方正,684,30064,南海,4室2厅2卫,227.52㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,白沙市场、海北综合市场、国昌城市广场、黄岐医院、农业银行、中国银行、建设银行,沙面新城站公交线路如下：广205路、广132路、广277路、快线57路、桂19路、沥08路、沥07路等
地铁即将开通 不爬坡 诚心卖 有钥匙,253,26207,南海,3室2厅1卫,96.54㎡,平层,板塔结合,高楼层(共44层),暂无数据,暂无,北南,钢混结构,精装,,有,小区旁边就是大型购物商城广百百货、大型美食场所沙田中心、肯德基麦当劳星巴克等；公园：浔峰山公园、滨江公园医院：广州中医药大学金沙洲医院银行：中国银行、工商银行、建设银行、农业银行、农商银行一应俱全,小区大门口就有公交车站、20多条线路直接接。驳广州6号线浔峰岗站、不想坐公交骑个小电驴也仅有1.2km左右；并且小区门口450m处有广州在建12号线里横路站、官方预计2023年年底试运行、2024年正式开通、开往广州大学城南、经过广州中.心各区、出行方便快捷
金沙洲 恒大御景半岛 温馨安静 中高楼层,260,20473,南海,3室1厅2卫,127㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,东,钢混结构,精装,,有,小区旁边就是大型购物商城广百百货、大型美食场所沙田中心、肯德基麦当劳星巴克等；公园：浔峰山公园、滨江公园医院：广州中医药大学附属医院银行：中国银行、工商银行、建设银行、农业银行、农商银行一应俱全,小区门口就有公交车站、去广州地铁6号线浔峰岗站、在建的里横路站约两年后通车、三个站、有里07.广231.974等车线高速路口：沙贝站、泌冲站里水佛山
中海少有放盘  头排一线江景3房  3阳台,530,35226,南海,3室2厅2卫,150.46㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东南,钢混结构,简装,,有,幼儿园：慧思中英文幼儿园、藤幼儿园、正平幼儿园、松南幼儿园商场：国昌广场、万达广场、永旺梦乐城、红星美凯龙医院：广州中医医药附属医院、黄岐医院。,小区门口交通便利、地铁：沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路。
恒大御景半岛 江景三房 全户型观江 业主诚心出售,255,20231,南海,3室1厅2卫,126.05㎡,平层,板塔结合,低楼层(共31层),暂无数据,暂无,东东南,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
沙面新城 电梯3房 东向望花园 诚意出售,140,17522,南海,3室1厅1卫,79.9㎡,平层,塔楼,高楼层(共7层),暂无数据,暂无,东,钢混结构,精装,,有,沙溪市场、海北综合市场、国昌城市广场、金沙洲万达广场、金铂天地广场、黄岐医院、农业银行、中国银行、建设银行、维也纳酒店,沙面新城站公交线路如下：广205路、广132路、广277路、快线57路、桂19路、沥08路、沥07、沙贝地铁环线789路、653路
业主诚心出售 房子保养好 看房方便,125,16234,南海,2室1厅1卫,77㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,南,钢混结构,精装,,有,本小区外有广百百货、沙田广场、永润广场、万达广场、国昌新城市、广州中医药大学金沙洲医院交通出行：离广州地铁浔峰岗地铁站5个公交站、距离3公里、途径公交有里07、231路公交车。广州12号线地铁站（在建）距离本小区2公里,楼盘楼下就有公交车站、公交线路都可以去往广州地铁6号线浔峰岗站2、广州地铁12号线将于2024年年底通车3、私家车可以通过金沙洲大桥、广佛大桥（建设中）直达到广州的老城区
沙面新城 东南向电梯高层 户型方正 采光充足,169,15148,南海,3室2厅1卫,111.57㎡,平层,塔楼,高楼层(共13层),暂无数据,暂无,东南,钢混结构,简装,,有,白沙市场、海北综合市场、国昌城市广场、黄岐医院、农业银行、中国银行、建设银行,沙面新城站公交线路如下：广205路、广132路、广277路、快线57路、桂19路、沥08路、沥07路等
恒大御景半岛  别墅 东南向 5房  带私家花园   地下室,1200,46875,南海,5室2厅3卫,256㎡,,,低楼层(共1层),暂无数据,暂无,东南,钢混结构,毛坯,,,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
精装2房、业主诚心出售、可以小刀,123,17582,南海,2室1厅1卫,69.96㎡,平层,塔楼,中楼层(共16层),暂无数据,暂无,东南,钢混结构,精装,,有,,地铁：6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园、凤鸣洲公园。银行：农业银行、民生银行、中国银行
四房两厅 一线江景 采光通透 配套成熟,368,23000,南海,4室2厅3卫,160㎡,平层,板楼,中楼层(共31层),暂无数据,152.52㎡,东,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
此房满五不唯一 顶楼带大天台 产权清晰 南向采光好,261,32363,南海,3室2厅1卫,80.65㎡,平层,塔楼,高楼层(共5层),暂无数据,73.56㎡,东南,钢混结构,精装,,,小区门口就是公交总站、距离地铁6号线总站浔峰岗3公里、2公里内有：金沙洲永旺梦乐城万达广场广百百货金柏天地广场红星美凯龙维也纳酒店等等小区内配套齐全、一切皆有、不用外出就可以购买生活之需、健身房、球场、游泳馆。,小区门口就有4路公交车到广州各区小区3公里内有万达广场有永旺有广百2站到地铁站
新荔湾花园高层2房、采光通风好、交通便利。,57,9986,南海,2室1厅1卫,57.08㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,南,钢混结构,简装,,有,新荔湾幼儿园、沙面幼儿园、沙溪幼儿园!综合商场:多又惠、华润万家、苏宁电器、梁植伟纪念医院银行:中国银行、中国工商银行、中国建设银行、中国农业银行嘉洲广场、万达广场、麦当劳、肯德基、黄岐食街、黄岐步行街,白天鹅花园站：广132路、广789路、广653路、210路、佛230路、佛276路、沥18路、沥07路、等等。沙面新城站：广277路
恒大御景半岛 前排精装三房 出行便利 新装修 保养好,290,23016,南海,3室2厅2卫,126㎡,平层,塔楼,低楼层(共31层),暂无数据,暂无,东西,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
中海金沙湾C区楼层好视野开阔、看房方便 、诚心出售,600,32086,南海,4室2厅2卫,187㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,南北,钢混结构,精装,,有,农业银行、工商银行、中国银行、招商银行、建设银行广州中医药大学附属骨伤科门诊部、黄岐医院、金铂天地、万达广场、万益广场、好又多、宏城、百佳、嘉和、卜峰莲花,小区门口交通便利、地铁：沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路
电梯房 采光充足 诚心出售 看房方便！,92,13906,南海,2室2厅1卫,66.16㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,东南,钢混结构,精装,,有,新荔湾幼儿园、沙面幼儿园、沙溪幼儿园!综合商场:多又惠市、华润万家、苏宁电器、梁植伟纪念医院银行:中国银行、中国工商银行、中国建设银行、中国农业银行嘉洲广场、万达广场、麦当劳、肯德基、黄岐食街、黄岐步行街,广132路、广789路、广653路、广277路佛210路、佛230路、佛276路、沥18路、沥07路、等等.
东南朝向、高层采光好、景观很漂亮、房子保养新净,200,21952,南海,3室2厅2卫,91.11㎡,平层,板塔结合,中楼层(共45层),暂无数据,暂无,东南南,钢混结构,精装,,有,饮食：麦当劳、金汇景海鲜酒家、湘村馆、金沙喜宴大酒楼等；二、商场：广百百货、华润万家、永旺梦乐城；三、公园：浔峰山森林公园、滨江公园；四、医院：金沙洲首家三甲-广州中医药大学附属医院。,小区门口有金名都公交车站、去广州6号线地铁浔峰岗站、2~3个站、有里07、广231、974等车线高速路口：沙贝站、泌冲站、里水佛山一环段。还有广州12号地铁站就在小区旁、2024年底开通！
御景湾望江两房  一线江景  中高楼层  通风采光好,190,20747,南海,2室1厅1卫,91.58㎡,平层,塔楼,高楼层(共58层),暂无数据,暂无,北,钢混结构,精装,,有,小区四周配套比较完善广百购物广场麦当劳风情街一饭丰顺酒家华润万家便利广州中医药大学附属金沙洲医院金沙洲社区门诊工商银行农业银行、沙田商场,小区侧门连接里广路、靠近公交站（金名都）站、有里07、广231.947等公交车可直达浔峰岗地铁站
高层视野开阔、采光好、户型方正,145,13365,南海,3室1厅2卫,108.5㎡,平层,板楼,高楼层(共6层),暂无数据,暂无,东南,框架结构,精装,,,医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园。银行：农业银行、民生银行、中国银行、建设银行,地铁6号线276路、283路、12路、高峰30路万科四季花城常年青山绿水百花争放全年无黄真正的花园小区!
中海C区大户型 东南向 舒适大四房,610,32473,南海,4室2厅2卫,187.85㎡,平层,塔楼,低楼层(共33层),暂无数据,161.12㎡,东南西南,钢混结构,精装,,有,,小区门口交通便利、地铁：沙贝地铁站小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路
万科四季花城 近广州 金沙洲 南向户型 实惠出售电梯房,190,17045,南海,3室2厅2卫,111.47㎡,平层,塔楼,高楼层(共18层),暂无数据,91.01㎡,东南南,钢混结构,精装,,有,小区门口就是公交车站、距离广州地铁6号线总站浔峰岗3公里、2公里内有：金沙洲永旺梦乐城万达广场广百百货金箔天地红星美凯龙维也纳酒店等等小区内配套齐全、一切皆有、不用外出就可以购买生活之需、健身房、球场、游泳馆,小区门口就有4路公交车到广州各区小区3公里内有万达广场有永旺有广百2站到地铁站广州六号线浔峰岗地铁站
房子 户型好 、采光充足、高层望江、视野开阔,240,21170,南海,4室2厅2卫,113.37㎡,平层,塔楼,中楼层(共34层),暂无数据,暂无,南,钢混结构,精装,,有,万达广场、国昌新城市广场、海北广场、嘉州广场、金沙童话王国、梦车小镇（招商中）、宝轮海鲜市场、、金沙大都汇、有农商银行、中国农业银行,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线?公交：广277.广夜58（沙面新城站）等等20多条线接驳广州东站天河城珠江新城北京路
佛山金沙洲恒大御景半岛 温馨安静 一线江景,370,26429,南海,3室2厅2卫,140㎡,平层,板塔结合,中楼层(共31层),暂无数据,暂无,东,钢混结构,简装,,,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗
御景半岛高层能望江、业主诚心放卖、看房约,350,27778,南海,3室2厅2卫,126㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,东西,钢混结构,精装,,有,小区旁边就是大型购物商城广百百货、大型美食场所沙田中心、肯德基麦当劳星巴克等；公园：浔峰山公园、滨江公园医院：广州中医药大学附属医院银行：中国银行、工商银行、建设银行、农业银行、农商银行一应俱全,小区门口就有公交车站、去广州地铁6号线浔峰岗站、在建的里横路站约两年后通车、三个站、有里07.广231.974等车线高速路口：沙贝站、泌冲站里水佛山一环段
金沙洲 恒大御景半岛 3+1房 东南看江 高楼层,250,19859,南海,3室2厅2卫,125.89㎡,平层,塔楼,高楼层(共31层),暂无数据,100.54㎡,东南,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
苑中安静、单边阳光充足通风 户型方正3阳台,190,16839,南海,3室2厅2卫,112.84㎡,平层,板楼,低楼层(共6层),暂无数据,暂无,东南,钢混结构,简装,,有,此房屋近校园、300米左右即可抵达中山大学附属外国语学校、教育质量优良;小区里自带两所幼儿园以及小学门前公交车可以直达广州天河,地铁：6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园、凤鸣洲公园。银行：农业银行、民生银行、中国银行
恒大御景半岛  3房 东南向  望江  望小蛮腰   保养新,200,20619,南海,3室1厅1卫,97㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
恒大御景半岛 中层望花园 精装三房 采光好 保养新,180,18502,南海,3室2厅1卫,97.29㎡,平层,塔楼,低楼层(共31层),暂无数据,暂无,南北,钢混结构,精装,,有,广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,小区每隔四到六栋设有便民车站点方便人们来回沙贝地铁口、路程畅通无堵塞
沙面新城 电梯复式大户型 面积大采光充足,393,21268,南海,4室1厅2卫,184.79㎡,跃层,塔楼,高楼层(共15层),暂无数据,暂无,北,钢混结构,精装,,有,沙溪市场、海北综合市场、国昌城市广场、金沙洲万达广场、金铂天地广场、黄岐医院、农业银行、中国银行、建设银行、维也纳酒店,沙面新城站公交线路如下：广205路、广132路、广277路、快线57路、桂19路、沥08路、沥07、沙贝地铁环线789路、653路
四季花城架空一楼 东南向 大露台 一期生活便利,130,18580,南海,2室1厅2卫,69.97㎡,平层,板楼,低楼层(共6层),暂无数据,61.77㎡,东南,钢混结构,精装,,,地铁：6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园、凤鸣洲公园。银行：农业银行、中国银行、建设银行,
恒大御景半岛小区 环江而立 环境绿化好 全区温馨,378,23625,南海,4室2厅3卫,160㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,小区每隔四到六栋设有便民车站点方便人们来回沙贝地铁口、路程畅通无堵塞
此房高层采光通风视野、好无遮挡。,150,15790,南海,3室1厅1卫,95㎡,平层,塔楼,高楼层(共12层),暂无数据,暂无,南,钢混结构,简装,,有,永润广场、卜蜂莲花、华润万家、沙田中*心、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场；市场：草场市场、洲村市场；医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院,据规划2024年前旁边开通地铁与有轨电车！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角
东南望园、户型方正、电梯安装中、带80方大露台,82,11328,南海,2室1厅1卫,72.39㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,东南,钢混结构,简装,,有,新荔湾幼儿园、沙面幼儿园、沙溪幼儿园!综合商场:多又惠市、华润万家、苏宁电器、梁植伟纪念医院银行:中国银行、中国工商银行、中国建设银行、中国农业银行嘉洲广场、万达广场、麦当劳、肯德基、黄岐食街、黄岐步行街,白天鹅花园站：广132路、广789路、广653路、210路、佛230路、佛276路、沥18路、沥07路、等等。沙面新城站：广277路
金沙洲万科四季花城 近地铁高楼层两房 通风透气 舒适,128,18551,南海,2室1厅1卫,69㎡,平层,塔楼,高楼层(共16层),暂无数据,49.5㎡,西南东北,钢混结构,精装,,有,地铁：6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园、凤鸣洲公园。银行：农业银行、中国银行、建设银行,
恒大御景半岛 140方高层望江 业主诚心出售,345,24957,南海,3室2厅2卫,138.24㎡,平层,塔楼,高楼层(共31层),暂无数据,112.03㎡,东,钢混结构,精装,,有,广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,小区每隔四到六栋设有便民车站点方便人们来回沙贝地铁口、路程畅通无堵塞
房子江景3房2厅、视野开阔、产权清晰、诚意出售。,270,21260,南海,3室2厅2卫,127㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,东,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站
此房满五不唯一、产权清晰、视野开阔、采光充足。,328,23369,南海,3室2厅2卫,140.36㎡,平层,塔楼,低楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站；广州12号线再见、届时出行更加便捷
恒大御景半岛 江景四房 过五年唯一 业主诚心价格好谈,450,22274,南海,4室1厅3卫,202.03㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,东东南,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站。
急 卖 敏捷天骄苑 近广州地铁 高层电梯 视野开阔湖景,115,13715,南海,3室1厅1卫,83.85㎡,平层,塔楼,高楼层(共34层),暂无数据,68.02㎡,南西南,钢混结构,精装,,有,小区门口就是公交后站、距离地铁6号线总站浔峰岗2公里、3公里内有：金沙洲永旺梦乐城万达广场广百百货喜来登酒店等等小区内配套齐全、一切皆有、不用外出就可以购买生活之需,小区东南门口就是公交总站、可直达6号线浔峰岗地铁站及广州天河体育中心、小区南门口就是沈海高速入口
沙面新城 少有南向望花园二房 户型方正 采光通风好,163,18980,南海,2室2厅1卫,85.88㎡,平层,塔楼,低楼层(共12层),暂无数据,72.5㎡,南,钢混结构,精装,,有,沙溪综合市场、海北综合市场、国昌城市广场、金沙洲万达广场、金铂天地、黄岐医院、农业银行、中国银行、建设银行、维也纳酒店,沙面新城站公交线路如下：广205路、广132路、广277路、快线57路、桂19路、沥08路、沥07、沙贝地铁环线广789路、广653路
格局方正、厅出阳台、通风采光好 朝南向望江,379,23804,南海,4室1厅3卫,159.22㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,商场：广百百货、永润广场、沙田医院：里水医院、广州中医药大学附属医院金沙洲医院邮局：中国邮政局银行：工商银行、农村信用社、农业银行、建设银行、中国银行其他：金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园,公交车程直达广州6号线：浔峰岗站地铁直达广州市区域。线路：公交：广231、974路、里07。地铁：6号线沙贝站、横沙站、浔峰岗站
白天鹅花园 高层三房 南北对流 通风采光佳 交通便利,75,9379,南海,3室2厅1卫,79.97㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,南北,钢混结构,简装,,,海北综合市场、国昌新城市广场、万达广场、永旺梦乐城、金铂天地、新荔湾幼儿园、沙面新城幼儿园,白天鹅花园小区门口就有广132、广132可以到广州5号线滘口地铁站中山八路、行前500米有广653.广789可以到金沙洲6号线沙贝地铁站.随时往返广佛很方便：210a路、佛230路、佛276路、沥18路、沥07路
白天鹅精装1房1厅 全新装修 拎包入住 单身情侣福音,60,11816,南海,1室1厅1卫,50.78㎡,平层,塔楼,高楼层(共8层),暂无数据,38.46㎡,北,钢混结构,精装,,有,海北市场、、海北广场、沙溪市场、沙面公交总站金沙洲万达广场、国昌广场,
电梯大四房、户型方正、忘花园、过五不唯一,296,17825,南海,4室2厅2卫,166.06㎡,平层,塔楼,中楼层(共14层),暂无数据,暂无,西北,框架结构,简装,,有,白沙市场、海北综合市场、国昌城市广场、黄岐医院、农业银行、中国银行、建设银行,沙面新城站公交线路如下：广205路、广132路、广277路、快线57路、桂19路、沥08路、沥07路等
格局通透、高楼层、视野开阔没遮挡、配套齐全,208,23371,南海,3室1厅1卫,89㎡,平层,塔楼,高楼层(共48层),暂无数据,暂无,西北,钢混结构,简装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站
