标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
中交蓝色海湾 高层看海无遮挡 看房方便,870,49897,南沙,4室2厅3卫,174.36㎡,平层,暂无数据,中楼层(共45层),暂无数据,暂无,西南东北,钢混结构,其他,,有,有地铁、公交、。有鹿劲菜市场。南沙天后宫、浦洲花园、黄山鲁森林公园,
万科南方公元 3室2厅 南,148,16628,南沙,3室2厅1卫,89.01㎡,平层,塔楼,中楼层(共15层),暂无数据,13.02㎡,南,钢混结构,其他,,有,,
星河东悦湾 南向三房二卫 全屋定制 看房方便,229,25650,南沙,3室2厅2卫,89.28㎡,平层,塔楼,低楼层(共33层),暂无数据,71.63㎡,西南,钢混结构,精装,,有,适合在南沙蕉门区府版块上班的职场精英、交通便利、缩短日常通勤时间,
区府旁200米地铁口房子高层一线蕉门河、壁珑湾,320,22405,南沙,3室1厅2卫,142.83㎡,平层,板塔结合,高楼层(共30层),暂无数据,107.69㎡,南北,钢混结构,精装,,有,旁边有蕉门河滨海公园区府地铁站儿童公园人民广场蕉门河景色优美广场购物方便小区近地铁站公交总站交通方便,小区地理位置优越。出门200米左右到地铁口。200米左右到公交总站、未来3地铁交汇4、22、15号线
阳光城澜悦南北对流四房、全新未住过,210,18585,南沙,4室2厅1卫,113㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,南北,钢混结构,精装,,有,小区配套幼er园步行可达金隆学、妇女儿童医院就在家门园购物方便河对岸即是星河CoCopark商场小区旁边还有儿童公园,小区门口是环市大道西主干道、出门即可乘坐公交车、公交可玩达广场金洲地铁站
府前花园 南向两房  保养好  小区环境好,149.6,17549,南沙,2室2厅1卫,85.25㎡,平层,板楼,低楼层(共23层),暂无数据,暂无,南,钢混结构,精装,,有,100米到达凤凰湖公园、100米是大型中铁凤凰购物广场300米到达蕉门河公园、1000到达悠方购物广场、1200米到达蕉门地铁站！,
碧桂园海湾一号 南向三房两卫 可看海景,203,20898,南沙,3室2厅2卫,97.14㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,南北,钢混结构,其他,,有,,门口公交车直达南沙主要区域、地铁近、高速路口步行需要仅有500米左右、珠三角主要区域无缝连接。
时代南湾 房产证过五 带车位 大四房可望湖 对流 高层,550,22270,南沙,4室2厅1卫,246.97㎡,平层,塔楼,高楼层(共29层),暂无数据,195.75㎡,东南,钢混结构,毛坯,,有,有旅游南沙天后宫黄山鲁森林公园南沙游艇会南沙邮轮母港步行200米海边滨河绿道,东门有小区公交站南门虎门高速入口、2公里南沙客运港站总站南沙客运港坐船、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁等
成熟社区、低密度、自住保养好、南向视野好,109,14228,南沙,2室2厅1卫,76.61㎡,平层,塔楼,低楼层(共25层),暂无数据,62.3㎡,南,钢混结构,其他,,有,小区配套完善、3公里范围内有多所资yuan、小区内有公立you儿园、有悦方城说商场与各种生鲜店和24小时便利店,交通配套完善、出行方便、楼盘100米内有公交站、一站可达到地铁黄阁汽车城站、三站到金州站、以及各大商城等
配套齐全交通便利、独有100多方私密架空层、带车位,118,13925,南沙,3室2厅1卫,84.74㎡,平层,板楼,低楼层(共27层),暂无数据,暂无,北,钢混结构,精装,,有,,门口有多路公交线路、可直接接驳地铁四号线和十八号线、出行便捷。
碧桂园海湾1号 南向精装修3房2卫,166,17428,南沙,3室2厅2卫,95.25㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,东南,钢混结构,其他,,有,项目所在南沙湾板块、南沙客运港地铁站、南沙邮轮母港、南沙游艇会、南沙高尔夫球会、南沙大酒店、花园酒店、蒲州公园、天后宫沙滩。,
南向2房户型好毛坯高层望江视野好,110,15387,南沙,2室1厅1卫,71.49㎡,平层,板塔结合,高楼层(共18层),暂无数据,暂无,南,钢混结构,毛坯,,有,,交通便利、门口有多条公交车线路、门口有广隆公交站、有1.4.18.19.141.143路公交车、基本通达全南沙番禺、小区近飞沙角地铁站600米广隆地铁口650米、菜市场
南北朝向、大阳台、静谧性高、高楼层、景观优美,300,27455,南沙,3室2厅2卫,109.27㎡,平层,塔楼,高楼层(共39层),暂无数据,87.42㎡,南,钢混结构,精装,,有,,
阳光城大两房、视野开阔、方正实用、小区新环境优美,105,13787,南沙,2室1厅1卫,76.16㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,,
叠翠峰南向看湖景视野开阔无遮挡,275,28194,南沙,3室2厅2卫,97.54㎡,平层,塔楼,高楼层(共26层),暂无数据,暂无,南,钢混结构,其他,,有,三公园在侧绕、校就在旁边、去地铁站方便、小区门口有公交车站、下楼可以逛街。,去蕉门地铁站一公里左右、下楼就是悠方天地、小区对是凤凰湖公园
保利星海小镇 电梯中间楼层 南向户型 精装交付视野好,149,14025,南沙,3室2厅2卫,106.24㎡,平层,塔楼,中楼层(共32层),暂无数据,85.46㎡,南北,钢混结构,精装,,,,
执信旁 三房两卫 长岛看山景 诚心卖,155,12479,南沙,3室2厅2卫,124.21㎡,平层,塔楼,低楼层(共17层),暂无数据,99.32㎡,南,钢混结构,精装,,有,,小区门口就有公交车站、直达18号线横沥站、南沙体育馆、中山附属医院、多条公交线路直达金州、蕉门地铁口、南沙客运站等等、规划南沙十五号线蝴蝶洲站就在家门口、驾车交通方便
鸿城雅园 十八号线 珠江街 四房近市场 户型方正,126,10080,南沙,4室2厅2卫,125㎡,平层,板楼,高楼层(共6层),暂无数据,暂无,南北,砖混结构,精装,,,此房房龄新、小区整体的绿化比较好、环境还是比较新、有配套幼儿园。,小区门口有、南2、南39、南26、南14、番153、番短线、番142短线、番142等多趟公交！离未来18号线大约三公里多、也可选择公交换乘地铁小区门口有、南2、南39、南26、南14、番153、番短线、番142短线、番1..
业主诚心出、户型方正、高楼层、景观开阔,180,18908,南沙,3室2厅2卫,95.2㎡,平层,塔楼,高楼层(共33层),暂无数据,76.15㎡,北,钢混结构,精装,,有,小区生活配套浓郁、今洲广场、华汇广场、奥园金莎广场、奥园中环广场、金洲农贸市场、南沙城商圈、蕉门公园、南沙三甲医院等,小区门口有公交车站、4个站左右可以到地铁四号线金洲地铁站、可到广州市区、南沙客运港方向。
富力唐宁南向两房 中高楼层 全新未住,135,15210,南沙,2室1厅1卫,88.76㎡,平层,塔楼,中楼层(共11层),暂无数据,71.61㎡,南,钢混结构,精装,,有,,
3房2卫  业主急 看房方便 中铁海语熙岸,237,22877,南沙,3室2厅2卫,103.6㎡,平层,暂无数据,低楼层(共29层),暂无数据,79.09㎡,南,钢混结构,简装,,,,小区有一期凤凰大道有公交站、南沙20、31、5、G5、G4线停靠南门站；南沙12、53、南B1线停靠北门站、交通方便。坐公交车一站就能到达蕉门地铁站、2站能到横沥地铁站
此房过五、税费少、精装修、房子保养好、业主诚意出,169,12004,南沙,4室2厅2卫,140.79㎡,平层,板塔结合,低楼层(共22层),暂无数据,114.56㎡,南,钢混结构,其他,,有,小区门口有公交站、离黄阁地铁站和蕉门地铁站1.5公里！三公里范围内有南沙儿童公园、妇女儿童医院（在建）、星河COCOPARK、南沙名片蕉门河、凤凰湖！,小区门口就有公交站、可到黄阁、金洲、灵山岛及横沥岛等地方！离黄阁地铁站和蕉门地铁站1.5公里
越秀滨海新城 3室2厅 北,190,22076,南沙,3室2厅1卫,86.07㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,北,钢混结构,其他,,有,,
云山诗意南北对流三房 中间位置 产权清晰无欠款,233,18538,南沙,3室2厅2卫,125.69㎡,平层,塔楼,中楼层(共28层),暂无数据,101.8㎡,东北,钢混结构,精装,,有,蕉门公园新图书馆地铁4号线金洲地铁站板头农贸市场南沙体育馆南沙环宇城南沙三甲医院等,近双地铁站、小区门口有公交总站、高速路网畅达全城。小区公交车站、交通快捷、体会家门口的速度
金茂湾3期、少有116平、南北通透3房、业主诚心卖！,280,24097,南沙,3室2厅2卫,116.2㎡,平层,塔楼,低楼层(共32层),暂无数据,93.53㎡,南北,钢混结构,精装,,有,,小区门口就有公交站、多路公交达南沙各位置、距离蕉门地铁站1公里、18号线地铁站1.5公里规划一广州地铁15号线体育馆站距小区200米。
93方大两房、适合刚需上车客户。,140,15016,南沙,2室2厅1卫,93.24㎡,平层,塔楼,中楼层(共29层),暂无数据,73.11㎡,南,钢混结构,精装,,有,,小区门口就有公交车站、直达18号线横沥站、南沙体育馆、中山附属医院、多条公交线路直达金州、蕉门地铁口、南沙客运站等等、规划南沙十五号线蝴蝶洲站就在家门口、驾车交通方便
适合在南沙蕉门区府版块上班的朋友、交通便利,305,27650,南沙,3室2厅2卫,110.31㎡,平层,塔楼,高楼层(共39层),暂无数据,87.42㎡,南北,钢混结构,其他,,有,配套完善、商场有星河COCOpark、楼下就是幼儿园、对岸市广州市妇女儿童医疗医院、出门就可以逛蕉门河公园。,项目位于蕉门地铁站旁、且有三地铁交汇于此：4号线（已运营）、15号线（规划中）、22号线（建设中..
实率高、 配套齐全 业主好说话,179.3,16281,南沙,3室2厅2卫,110.13㎡,平层,板塔结合,低楼层(共18层),暂无数据,92.89㎡,北,钢混结构,其他,,有,：2公里范围内：忘达广场、今洲广场、华汇广场、广州酒家等、板头市场、金洲市场等、四大银行、风信子美食街、三甲医院1.5公里范围。,此小区门口设有很多路公交车站、距离4号线金洲站约900米、交通十分方便
南北对流  中高楼层 南向 山脚下方便随时可以看房,200,11888,南沙,3室1厅3卫,168.24㎡,平层,塔楼,高楼层(共16层),暂无数据,暂无,南,钢混结构,其他,,有,区门口有小市、餐馆等、可以满足日常生活所需。两公里范围内有南横村肉菜市场、南沙旧镇市场。距离南沙区妇幼保健院约3公里左右。3公里内范围内有两家五级酒店、游艇会、高尔夫、天后宫、黄山鲁、蒲州公园等旅游景点、邮轮母港等。,交通方便地铁口物业4号线地铁口、南横地铁站离小区直线400米、小区门口就是公交车站
保利星海小镇东南向中高层南北对流三房两卫、视野开阔,180,16931,南沙,3室2厅2卫,106.32㎡,平层,塔楼,中楼层(共33层),暂无数据,85.44㎡,东南,钢混结构,其他,,有,项目位于南沙区的榄核镇南部地区、当前附件配套有卫生站、能保障基本需求、出行可乘坐公交车或者乘坐1.8公里内的榄核公交总站,
三期横厅三房两卫、业主精装修、南向视野无遮挡,207,21640,南沙,3室2厅2卫,95.66㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,东南,钢混结构,其他,,有,小区生活配套浓郁、今州广场、华汇广场、奥园金莎广场、奥园中环广场、金洲农贸市场、南沙城商圈、蕉门公园、南沙三甲医院等。,小区门口有两个公交车站、4个站左右可以到地铁四号线金洲地铁站、可到广州市区、南沙客运港方向、多个共享单车停放点。
此房各付个税、户型方正无遮挡、产权清晰无抵押无欠款,215,22499,南沙,3室2厅1卫,95.56㎡,平层,塔楼,中楼层(共18层),暂无数据,76.59㎡,北,钢混结构,其他,,有,旁边有黄山鲁公园旧镇生活市场老城区的生活配套步行街菜市场都在旁边生活方便生活设施配套齐全,出小区门就是四号线塘坑地铁站、门口也有公交站点、明珠湾大桥上桥路口、虎门高速收费站出入口
五年唯一带车位 100方平台 可种花种菜 私家活动空间,358,20112,南沙,4室2厅3卫,178.01㎡,平层,板塔结合,低楼层(共32层),暂无数据,暂无,东,钢混结构,精装,,有,南沙湾板块、扼守狮子洋、坐拥南沙湾好看配套、环境优美植被率高、也有chao市和生鲜市场可以满足日常生活所需,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁：2.8公里到南沙客运港站（4号线起点站）公交:南沙18南沙19南沙53
蕉门河、商场旁、精装4房、业主诚意出,370,26826,南沙,4室2厅2卫,137.93㎡,平层,塔楼,高楼层(共27层),暂无数据,114.9㎡,南北,钢混结构,精装,,有,近金洲蕉门地铁站、蕉门河公园、购物广场、板头市场、水岸广场、星河cocopark、医疗有南沙人民医院、妇女儿童医院、中山医等；,距离金洲地铁站600米、蕉门公园1公里、小区楼下就有公交站可到南沙各个区域、一站地铁到蕉门公交总站、还可直达白云机场、广州南站、深圳机场等各大交通枢纽站、出行便捷节省时间；
翡翠公馆 东南向 3房2卫 业主诚心卖 欢迎来看,169,15003,南沙,3室2厅2卫,112.65㎡,平层,板塔结合,高楼层(共26层),暂无数据,暂无,东南,钢混结构,精装,,有,某达广场今洲广场华汇广场是南沙市民平时购物娱乐的主要选择、商街纵横交错、业态丰富、电影院以及品牌店等。在进港大道一带是南沙商圈氛围较旺的地段。几大成熟社区、3公里范围约100000常驻人口；交通便利、接主干道、多路城公交。,
东北向看湖  三房使用率高  看房方便,165,17742,南沙,3室1厅1卫,93㎡,平层,板塔结合,低楼层(共32层),暂无数据,73㎡,东北,钢混结构,精装,,有,,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁：2.8公里到南沙客运港站（4号线起点站）公交:南沙18南沙19南沙53
全新未住天悦江湾南北对流4房3卫、安静看花园独梯独户,480,35183,南沙,4室2厅3卫,136.43㎡,平层,塔楼,低楼层(共24层),暂无数据,暂无,南,钢混结构,其他,,有,去横沥地铁站方便、有5.5公里灵山岛江边公园、休闲、运动、观景的好去处。交通出行：近广澳高速灵山出入口、凤凰大道等、开出出行方便、去18号线横沥地铁站也方便、地铁出行便利,近广澳高速灵山出入口、凤凰大道等、开出出行方便、去18号线横沥地铁站也方便、地铁出行便利
星河山海湾、精装大平层4房5房、全新未入住,712,40064,南沙,5室2厅2卫,177.72㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,南,钢混结构,其他,,,本小区人车分流、小区有跑道、泳池、绿化高、近地铁、近华师、入住舒适,小区离4号线南沙客运个站比较近、也有公交通行、出行方便可接驳其他区域
此房满5唯一、带车位、地铁口物业业主无欠款随时过户,203,14855,南沙,3室2厅2卫,136.66㎡,平层,塔楼,低楼层(共25层),暂无数据,暂无,东南南,钢混结构,毛坯,,有,配套：3公里以内有银行：建设银行、中国银行、工商银行；；酒店：南沙大酒店、假日酒店、国奥数码城；医院：南沙人民医院、妇幼保健院；距离某达广场1.8公里、距离南沙城200米、金州农贸市场900米、南沙医院2.5公里,交通出行：小区已经现有公交车站、823路、134路、103路、186路、260路、2路、31路等、金洲地铁口、出行方便。
星河荣誉4房双卫、业主诚意放卖,268,22236,南沙,4室2厅2卫,120.53㎡,平层,塔楼,中楼层(共17层),暂无数据,暂无,东,钢混结构,精装,,有,广州市天元与小区一路之隔距离南沙游艇会800米、2公里范围内有广州地铁4号线南沙客运港站南沙邮轮母港南沙客运港南沙客运站南沙天后宫蒲州花园南北台网红村黄山鲁森林公园自然资源好闹中取静楼下有多线路公交车站共享单车,小区楼下有多个公交站、可直达横沥岛、金州、蕉门、番禺。1.5公里内有广州地铁4号线、南沙客运港站、去往大学城、广州天河。南沙客运港有直达香港中港城、珠海东澳岛、外伶盯岛的航线。去往中山、东莞、深圳机场仅需30
南沙区广隆苑面 舒适四房  交通方便,164,10002,南沙,4室2厅2卫,163.97㎡,平层,塔楼,低楼层(共11层),暂无数据,暂无,南北,钢混结构,其他,,有,生活配套：小区内设施完善、包括儿童游乐场、健身房等、生活便利、环境优美。,地理位置：广隆苑位于南沙区方便地带、地段优越、交通便捷、接近地铁站和公交站、出行无忧。
南沙云山诗意 舒适3房配套成熟 环境优美,198,19414,南沙,3室2厅2卫,101.99㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,北,钢混结构,其他,,有,配套：有蕉门河公园、南沙图书馆、地铁4号线、金州地铁站、蕉门地铁站、蕉门公交总站、板头菜市场、南沙体育馆、南沙环宇城、达广场、南沙三甲医院等,交通出行小区门口就有公交站、距离4号线地铁金州站约0.95公里
南沙闹市14800、诚心出、放心来看,135,14377,南沙,3室2厅2卫,93.9㎡,平层,板塔结合,低楼层(共18层),暂无数据,暂无,南,钢混结构,精装,,有,此小区近蕉门地铁、200米就是一个静中带旺的好地段景观好面对蕉门河一带的漂亮景观适合一家大小居住,小区门口有公交;53路、12路38路可直达蕉门地铁站、金洲地铁站。距离地铁有1.2公里
时代南湾一线海景无遮挡、值得拥有的海景房,158,16428,南沙,3室2厅1卫,96.18㎡,平层,板塔结合,中楼层(共32层),暂无数据,暂无,东南,钢混结构,其他,,有,南沙湾板块、扼守狮子洋、坐拥南沙湾好看配套、环境优美植被率高、也有chao市和生鲜市场可以满足日常生活所需,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁：2.8公里到南沙客运港站（4号线起点站）公交:南沙18南沙19南沙53
心意华庭三房、家门口就是公交站、地铁站,129,13156,南沙,3室2厅2卫,98.06㎡,平层,板塔结合,中楼层(共11层),暂无数据,暂无,北,钢混结构,其他,,有,,交通便利、家门口就是公交站、有多条线路可供出行选择、可畅达南沙各个区域、小区近飞沙角地铁站、距离大约600米。
万科府前一号 143方四房 高层看凤凰湖 景观漂亮,320,22277,南沙,4室2厅2卫,143.65㎡,平层,板楼,高楼层(共18层),暂无数据,暂无,东西,钢混结构,精装,,有,配套齐全完善、环宇城商城就在隔壁、幼儿园就在楼下、距离三甲医院1.2公里、三大公园,
南沙珠江湾南向三房、望园林、采光好、户型方正,188,15813,南沙,3室2厅1卫,118.89㎡,平层,板塔结合,低楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,一公里左右菜市场方便生活、小区门口商场餐饮一应具全、还有4号线地铁南横站,
滨海隽城 南北对流户型 通风好 业主诚心出,180,15354,南沙,3室2厅2卫,117.24㎡,平层,塔楼,低楼层(共18层),暂无数据,93.32㎡,南,钢混结构,精装,,有,小区旁即为广场、休闲娱乐餐饮购物一站式打包解决、很方便、楼下有幼儿园和公交车站、出行便捷、步行700米有地铁4号线、接驳市区上下班交通方便,近金洲地铁口、南沙人民医院公交车站、广场公交站有到南沙各个区域、金洲的下一个蕉门地铁口是南沙的公交的总站、直达白云机场、广州南站、深圳机场等各大交通枢纽站、随着政府的投入、交通便利了!虎门二桥(也称南沙大桥)
南怡湾南向望江、楼龄新、大社区绿化好,118,11724,南沙,3室2厅2卫,100.65㎡,平层,暂无数据,高楼层(共28层),暂无数据,暂无,东南,钢混结构,精装,,,,人车分流、人文地理位置好小区旁边就是市政公园、空气新鲜、适合老人小孩居住游玩
越秀滨海珺城 2室1厅 南,180,20344,南沙,2室1厅1卫,88.48㎡,平层,塔楼,高楼层(共23层),暂无数据,71.43㎡,南,钢混结构,其他,,有,,
海语熙岸 四房 中高楼层 南向 业主诚心出,345,28820,南沙,4室2厅2卫,119.71㎡,平层,板塔结合,中楼层(共32层),暂无数据,91.4㎡,南北,钢混结构,其他,,有,,小区有一期凤凰大道有公交站、南沙20、31、5、G5、G4线停靠南门站；南沙12、53、南B1线停靠北门站、交通方便。坐公交车一站就能到达蕉门地铁站、2站能到横沥地铁站
阳光城悦然府 3室2厅 南,158,18360,南沙,3室2厅1卫,86.06㎡,平层,塔楼,高楼层(共33层),暂无数据,68.09㎡,南,钢混结构,精装,,有,,
大岗瑞华大厦双阳台、楼层好、视野开阔、采光足,73.8,8425,南沙,2室2厅2卫,87.6㎡,平层,暂无数据,中楼层(共7层),暂无数据,73.54㎡,南,钢混结构,其他,,,此小区位于镇政府旁边、配套完善、小区旁就有一个全民健身的场所设施、像医院、市场、广场、银行、菜市场都一一具有,
府前花园改善大三房、带露台、业主诚心,215,17671,南沙,3室1厅2卫,121.67㎡,平层,板楼,低楼层(共11层),暂无数据,暂无,东南南,砖混结构,其他,,有,东门出去是商街、有幼儿园、、步行50米环宇城盒马生鲜、1.5公里广场、500直线距离有凤凰湖,
南沙云山诗意舒适、近商场、近地铁 成熟商圈,259,20607,南沙,3室2厅2卫,125.69㎡,平层,塔楼,中楼层(共28层),暂无数据,101.8㎡,南北,钢混结构,精装,,有,蕉门公园新图书馆地铁4号线金洲地铁站板头农贸市场南沙体育馆南沙环宇城南沙三甲医院等,小区门口就有公交站、距离四号线金州地铁口仅1.5公里、出行方便
证已满五 保养好 景观视野开阔,149,14884,南沙,3室2厅1卫,100.11㎡,平层,板塔结合,中楼层(共28层),暂无数据,76.21㎡,北,钢混结构,精装,,有,小区出门南边就是滨海栈道、网红打卡点、离菜市场也近、日常生活配套就在小区门口、有海滨公园、天后宫,有地铁四号线：南横站和塘坑站、双地铁楼盘、小区有多条公交线路经过
一线河景东南向高层大四房 蕉门河景一览无余,438,31678,南沙,4室2厅2卫,138.27㎡,平层,塔楼,高楼层(共33层),暂无数据,112.28㎡,南,钢混结构,精装,,有,,
采光好、看蕉门河景、楼层实用 视野好、设施齐全,268,23380,南沙,3室2厅2卫,114.63㎡,平层,塔楼,中楼层(共18层),暂无数据,96.25㎡,西北,钢混结构,其他,,有,户型方正、主阳台朝南向采光透彻。小区处于繁华地段大型商旁、地铁公车方便出行、更有各大型商场、休闲娱乐场所。购物、出行都十分方便。,
此房满五唯一、望小区园林和湖景海景、罕有房源,208,17385,南沙,3室2厅2卫,119.65㎡,平层,板塔结合,中楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,南沙湾板块、扼守狮子洋、坐拥南沙湾好看配套、环境优美植被率高、也有chao市和生鲜市场可以满足日常生活所需,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁:2.8公里到南沙客运港站(4号线起点站)公交:南沙18南沙19南沙53
中铁海语熙岸、南沙环宇城旁 业主置换 看房方便 精装,255,27790,南沙,3室1厅1卫,91.76㎡,平层,板楼,中楼层(共32层),暂无数据,暂无,北,钢混结构,精装,,有,,交通出行：小区有一期凤凰大道有公交站、南沙20、31、5、G5、G4线停靠南门站；南沙12、53、南B1线停靠北门站、交通方便。坐公交车一站就能到达蕉门地铁站、2站能到横沥地铁站
楼间宽敞、交通方便、采光好、视野宽阔,170,14875,南沙,3室2厅2卫,114.29㎡,平层,塔楼,低楼层(共18层),暂无数据,95.2㎡,南北,钢混结构,其他,,有,小区旁钱大妈、美宜佳、鹿颈村市场。华联市、公交站、客运港地铁站、南沙客运港、邮轮母港、南沙天后宫旅游景点,小区出门就是公交站、步行500米地铁口、距离南沙邮轮母港800米
南向两房、通透性好、方正、采光充足,150,18108,南沙,2室2厅1卫,82.84㎡,平层,板楼,高楼层(共8层),暂无数据,暂无,南,钢混结构,其他,,有,300米范围有地铁、医院、800米范围有*达广场、滨海隽城广场、风信子跨境商场和美食广场、市民广场、南沙图书馆、蕉门河公园。4号线金洲站和公交站就在小区门口、一站可达区府和南沙公交总站、该总站可直达白云机场、广州南站、深圳机场等各大交通枢纽站。,
越秀天珹142方4房东南向、中楼层望花园、业主诚心卖,358,25162,南沙,4室2厅2卫,142.28㎡,平层,塔楼,低楼层(共46层),暂无数据,110.17㎡,南,钢混结构,其他,,有,购物：迈达广场、奥园中环广场、南沙城购物商厂、自带约10迈平米购物商厂景观：南沙太级公园、南滨水角公园、金洲山公园医院：南沙中心医院（广州市第一人民医院南沙分院）,金隆路站(公交站)、碧桂园豪庭站(公交站)、祈丰路(金洲地铁)站(公交站)、金洲地铁站(公交站)、祈丰路站(公交站)、祁丰路(公交站)
南沙金茂湾明珠湾起步区、南向望江、高层大阳台大四房,963.65,56001,南沙,4室2厅2卫,172.08㎡,平层,塔楼,高楼层(共32层),暂无数据,138.23㎡,东南,钢混结构,其他,,有,项目位置位于凤凰大道和焦西路交汇处、属于南沙明珠湾区起步区。南沙金茂湾位处南沙红树林天然保护区旁。沿着滨海绿道一路往东走、可以抵达滨海公园、天后宫、南沙高尔夫球会。,小区门口就是广外、多路公交达南沙各位置距离蕉门地铁站1公里规划一广州地铁15号线体育馆站距小区200米
南沙精装电梯三房、南北对流、得房率高！,102,11977,南沙,3室1厅1卫,85.17㎡,平层,塔楼,中楼层(共18层),暂无数据,71.18㎡,南,钢混结构,其他,,有,500m到达江滘肉菜市场、1km到达灵山医院、2km到达大岗达森广场,乘坐南沙32路接驳南沙蕉门、南沙65路接驳番禺市桥、黄榄快线接驳广州
蕉门河、南沙城市客厅、舒适四房、南北对流、视野开阔,290,20672,南沙,4室1厅2卫,140.29㎡,平层,塔楼,低楼层(共18层),暂无数据,115.57㎡,东南,钢混结构,毛坯,,有,门口蕉门河公园、凤凰湖公园、离蕉门地铁口800m左右、门口有公交站、生活配套齐全、悠方天地、中海环宇城。,出门100m左右有公交站、一站到蕉门地铁或者步行800m左右、未来15号线、22号线接驳
山海湾1期独门独户双阳台南北对流、地铁华师洋房视野,249,22306,南沙,3室2厅2卫,111.63㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东南,钢混结构,毛坯,,有,,该项目所在在南沙湾板块配套丰富。南沙客运港四号地铁站；南沙客运港、坐快艇直达香港中港城、深圳宝安机场；南沙游艇会；南沙邮轮母港；南沙黄鲁路森林公园；南沙天后宫；南沙大酒店；南沙花园酒店
南沙湾东苑 复式二层苑子带地下室 南北通透实用户型,550,41354,南沙,4室2厅2卫,133㎡,平层,板塔结合,低楼层(共7层),暂无数据,108.35㎡,南北,钢结构,毛坯,,有,,
对流看游艇会 安静舒适 随时可以看房,330,27959,南沙,2室1厅2卫,118.03㎡,平层,板楼,低楼层(共7层),暂无数据,暂无,南,钢混结构,精装,,,包括中国大陆首家五金锚奖的南沙游艇会、2个18洞国际标准球场的南沙高尔夫球会、南沙客运港、蜚声海内外的南沙天后宫、海景五星南沙大酒店、花园酒店、南沙邮轮母港等,
中交蓝色海湾4房好户型、业主诚意放卖,400,28189,南沙,4室2厅2卫,141.9㎡,平层,塔楼,中楼层(共39层),暂无数据,109.39㎡,东南,钢混结构,精装,,有,南沙湾紧靠天后宫、地铁口、出行方便、环境很好、滨海绿道、天后宫长廊、蒲洲花园等等,近地铁4号线南沙客运港站小区门口设立18.19.53号公交车站
产权清晰 业主诚心卖  有钥匙可随时看房,139,15935,南沙,3室2厅1卫,87.23㎡,平层,塔楼,高楼层(共31层),暂无数据,69.22㎡,北,钢混结构,精装,,有,小区出门南边就是滨海栈道、网红打卡点、离菜市场也近、日常生活配套就在小区门口、有海滨公园、天后宫,有地铁四号线：南横站和塘坑站、双地铁楼盘、小区有多条公交线路经过
阳光城澜悦、旺中带静、精装四房、拎包入住,212,18679,南沙,4室2厅2卫,113.5㎡,平层,塔楼,低楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,小区配套幼er园步行可达金隆学、妇女儿童医院就在家门园购物方便河对岸即是星河CoCopark商场小区旁边还有儿童公园,小区门口是环市大道西主干道、出门即可乘坐公交车、公交可玩达广场金洲地铁站
翡翠蓝湾南北对流户型、中高层采光通风好、首付15%,132,13324,南沙,3室2厅2卫,99.07㎡,平层,板楼,高楼层(共17层),暂无数据,82.21㎡,南北,钢混结构,其他,,有,500到达灵山江滘市场、700m到达灵山医院、1.5km到达大岗达森广场。,可乘坐南沙32路接驳南沙蕉门、南沙65路接驳番禺市桥、黄榄快线接驳广州。
时代南湾东南向看海大三房无遮挡自住保养好,220,17399,南沙,3室1厅2卫,126.45㎡,平层,板塔结合,低楼层(共17层),暂无数据,103.34㎡,东东南,钢混结构,精装,,有,,东门有小区公交站南门虎门高速入口、2公里南沙客运港站总站南沙客运港坐船可达深圳香港、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等
