标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
体育西路南方电网宿舍、封闭式管理（24小时保安看守）,680,64596,天河,4室2厅2卫,105.27㎡,平层,塔楼,高楼层(共12层),暂无数据,暂无,南,钢混结构,其他,,有,商场：天河城、天环广场、正佳广场、市场：体育西菜市场。银行:建设银行、中国银行、工商银行、农业银行,地铁：体育西站3号线与1号线交汇处B出口天河公交总站39路136路506路506路811路
满五唯一、视野开阔、拎包入住.,305,37870,天河,2室1厅1卫,80.54㎡,平层,板塔结合,高楼层(共25层),暂无数据,暂无,西北,钢混结构,精装,,有,,小区门口就是公交站九洲文化家园站、有27路138路等公交车经过、接驳1号线的广州东站地铁站。离小区200米就是公交站、有B11、54路、89路、503路、夜10路等公交车经过、接驳3号线和6号线的燕塘中转地铁站。
楼新 满五年唯一物业、产权清晰、诚心可签,1150,95970,天河,3室1厅2卫,119.83㎡,平层,塔楼,高楼层(共38层),暂无数据,94.1㎡,北,钢混结构,精装,,有,建设银行：中国工商银行、中国农业银行、广州农商行、中国建设银行、中国银行、中国邮政储蓄银行;医院：华侨医院、中山大学附属医院商场；太阳新天地,公交：23路、43路、53路、140路、117路、177路、278路、245路、281路、284路、298路、292路、243路、548路、517地铁：五号线员村站；21号线天河公园站、13号线白马岗站小区大门口
配套齐全、格局方正、交通便利、低总jia上车天河,155,28567,天河,2室1厅1卫,54.26㎡,平层,塔楼,高楼层(共6层),暂无数据,暂无,南,钢混结构,其他,,,欢乐颂、山姆会员店、宜家家居、盒马生鲜、优托邦。珠村农贸市场、七夕公园医院：天河区人民医院、广五医院、中山大学附属医院、珠村卫生站、金碧社区医院、长泰医院、,100米可坐BRT.公交：B15、B20、348、390、581、945、夜13路、550总站、距离十三号线珠村站大概300米左右、预计今年会开通。
高德公馆 南北对流3房 全新装修 满五唯一 看房方便,2100,139406,天河,3室1厅2卫,150.64㎡,平层,板楼,低楼层(共45层),暂无数据,111.78㎡,南北,钢混结构,其他,,有,,
怡侨大厦花园小区原装电梯三房两卫,550,52602,天河,3室2厅2卫,104.56㎡,平层,板塔结合,中楼层(共25层),暂无数据,暂无,西南,钢混结构,简装,,有,位于天河区天河北路、西行300米到财富广场、地理交通好。各大商场体育场都有、出行可选择林和西地铁站、广州东站、石牌桥地铁站、还有数十条公交线路往来市区、交通便捷通畅。,楼下100米天河北公交站停车线路有：B19、302A路、302路；地铁400米有：3号线支线广州东站、3号线支线林和西站、3号线北延线广州东站、1号线广州东站、11号线也在建设
天河公园旁、真正的闹中取静 户型方正。,380,47323,天河,3室1厅1卫,80.3㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,北,钢混结构,简装,,,家乐福商场、华润商场、中山附属第六医院和华侨医院、到达5号线地铁员村站、21号线天河公园站、工商银行和农商银行、员村农贸市场,小区门口就是20多条路线公交站、距离天河公园地铁21号线E2出口约500米左右、还在建设中的11号线环线和13号线、两条主干道黄埔大道与中山大道、连接华南快速干线、交通网络四通八达。
珠江都荟 全南向户型  通风采光好 诚意出SHOU,950,103295,天河,2室1厅1卫,91.97㎡,平层,塔楼,中楼层(共33层),暂无数据,70.34㎡,南,钢混结构,精装,,有,小区楼下有商店便利店餐饮生活方便距离小区300米、上下学也方便方圆500米银行有工商银行民生银行建设银行广州银行中国银行农业银行华夏银行公园有临江带状公园海心沙二沙岛艺术公园。,
华颖花园 方正实用三房 双阳台 看房方便,400,43150,天河,3室2厅1卫,92.7㎡,平层,塔楼,低楼层(共8层),暂无数据,83.75㎡,南北,钢混结构,其他,,,商场：家乐福、都市购物广场银行：中国工商银行、中国农业银行、广州农商行、中国建设银行、中国银行、中国邮政储蓄银行;医院：华侨医院、中山大学附属第六医院公园：天河公园,小区位于员村板块、邻近珠江新城东区。公交站有1.员村一横路站、2.员村西街西站、3.员村西街中站：地铁有13号线白马岗站、5号线潭村站。
双城国际 1室0厅 西,180,54185,天河,1室0厅1卫,33.22㎡,平层,塔楼,中楼层(共29层),暂无数据,23.96㎡,西,钢混结构,简装,,有,,
智慧城次新房、西向、格局方正、业主诚意出。,229,34354,天河,2室1厅1卫,66.66㎡,平层,塔楼,高楼层(共18层),暂无数据,54.4㎡,西,钢混结构,精装,,有,1公里7.5完方完科广场、大观湿地公园、奥林匹克体育馆、高德汇、奥特莱斯、东圃天河城楼下步行街街市、太古汇、中山大学附属第三医院、广州华医医院、饮食地带有食博会、美食城中森食博汇。,门口即是公交站可达奥体、珠江新城、100米上环城高速、地铁21号线智慧城站只有700米、坐地铁去往珠江新城只需要7站
金融城 精装三房两厅两卫 正南向 单边位 满五唯一,320,35596,天河,3室2厅2卫,89.9㎡,平层,塔楼,中楼层(共6层),暂无数据,78.46㎡,南,钢混结构,精装,,,小区1公里处有杨桃公园文化广场是休闲的好去处小区出门就有BRT公交车站中山医德典社区医院有钱大妈生鲜店有舒尔诚大利家市有中国银行邮政储蓄银行、800米处有大型商场欢乐颂、以及正在建的13号线地铁珠村站,BRT黄村站B1路、B2A路、B2路、B3路、B5路、B6路、B15路、B16路、B17路、B18路、B19路、B20路、B26路、B27、去往天河、岗顶、越秀、科学城、黄埔区都很方便、13号线地铁通往珠江新城、增城、白云
南向中层、通风采光好、产权清楚、诚心出手,240,29870,天河,3室1厅1卫,80.35㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,南,钢混结构,简装,,,北到龙洞、南到五山、东到岑村、西到沙太。东门有乐意居总站、中科院化学所、中科院植物所、有色院等。南门有伟伦体校、伟伦体校公交站。西南门有农行、邮政、长兴里商场等。西门有长湴市场。三公里内有华农、华工、长湴公园、优托邦...,小区旁有公交站；步行700米可到达天河客运站C出口、出行方便；珠江新城、五山、以及长兴等上班的较好选择
石牌海关宿舍 原装电梯大两房 2002年封闭式小区管理好,365,42977,天河,2室2厅1卫,84.93㎡,平层,塔楼,中楼层(共14层),暂无数据,暂无,东,钢混结构,精装,,有,商场：正佳广场太古汇正佳广场银行：建设银行、工商银行、邮政银行、浦发银行公园：花城汇广场珠江公园,交通方式主要有岗顶、石牌桥地铁站还有公交站、三公交线（公交车岗顶/海欣街站+BTR岗顶站）双地铁线（石牌桥+岗顶）出行方便、多种选择
近地铁 大两房 南向大阳台 户型方正 光线通风好,160,23870,天河,2室1厅1卫,67.03㎡,平层,板塔结合,高楼层(共9层),暂无数据,暂无,东南,钢混结构,其他,,,电影院：哈艺、龙影。公园：同心公园、天河公园。市场：棠德综合市场、东南新街市。银行：工商、邮政、建设、农业、中国银行。商场：沃尔玛、卜蜂莲花、天河城*货、优托邦、乐易购、正大优选。医院：社区门诊部、家家乐医院、南方医科大学第三附属医.,棠下小区：B14、B8、B21、304、518、562、813。棠德路：304、408A、496、813、547、503、506、B14。棠德小区北：210、214、408A、408、40、508、60、764、772、813、B18、B19、B23、广增3线、广增5线、高峰快线24路、高峰快线28路。棠东地铁站：21号线
华师北区花园  安静 电梯精装两房  随时看房,455,72649,天河,2室1厅1卫,62.63㎡,平层,板楼,低楼层(共6层),暂无数据,56.59㎡,南,钢混结构,精装,,,,
建丽花园大三房、高层南向、通风采光好,520,40047,天河,3室2厅2卫,129.85㎡,平层,塔楼,高楼层(共11层),暂无数据,113.84㎡,南,钢混结构,其他,,有,医院：武警部队广东省总队医院、长兴人民医院等；商场：长兴里文华创意园、优托班等。交通：3、6号线地铁线、46、54、65、297、772、775、218、498、581、B11、772A等公交线路。银行：中国邮政、广州农商、中国农业、建设银行等。公园：华南植物园,交通出行：小区旁有46、54、65、297、772、775、218、498、581、B11、772A等公交线路、还有天河客运站地铁站3号线和6号线、出行方便
体育西育蕾小区中间 电梯高层南向两房双卫安静采光,376,51992,天河,2室1厅2卫,72.32㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,有,商场：广州银行天河城天环广场购书广场维多利广场正佳广场饮食：麦当劳真功夫72街等等银行：农业银行建设银行工商银行交通银行,地铁：1号线跟3号线交汇的体育西地铁站300米左右。13号线二期跟18号线交汇的地铁站400米左右公交人民日报站天河邮局站300米左右
户型方正、满五唯一、南北对流、业主诚心放卖,398,53395,天河,2室2厅1卫,74.54㎡,平层,板楼,低楼层(共26层),暂无数据,56.47㎡,东,钢混结构,简装,,有,小区1公里内配套成熟、有四大银行、饭店、医院、沃尔沃建设中等、平时所需的生活必须品或外出逛街都很方便,小区门口就是公交站九洲文化家园站、有27路138路等公交车经过、接驳1号线的广州东站地铁站。离小区200米就是公交站、有11、54路、89路、503路、夜10路等公交车经过、接驳3号线和6号线的燕塘中转地铁站。
卫生院宿舍     朝向南北    电梯   采光好,375,57933,天河,2室1厅1卫,64.73㎡,平层,塔楼,高楼层(共9层),暂无数据,57.46㎡,南北,钢混结构,简装,,有,商场：保利中辰广场摩登*货天娱广场太古汇丰兴广场。银行：中国银行、工商银行、建设银行、渤海银行。地铁：11号线环线、距离3号线岗顶站564米、距离3号线石牌桥站723米数据来源高德地图）医院：中山大学附属第三医院、广州市天河区妇幼保健院分院。,
兰亭盛荟小三房、东南向采光好、高层风景好,440,55187,天河,3室2厅1卫,79.73㎡,平层,塔楼,中楼层(共40层),暂无数据,暂无,东南南,钢混结构,精装,,有,近5号线东圃地铁站、小区配套设施齐全。宜家家居、居然之家、盒马生鲜、美林天地、还有山姆会员店、小区旁就有惠美家、肉联邦、美宜佳、钱大妈、菜市场等。,交通便利、一纵两横、两条主干道（黄埔大道、中山大道）、一条快速路、驾车通行方便、（近5号线东圃地铁站、步行800米、最近距离600米左右）、横穿四大区、小区门口就有公交总站、公交直驳地铁站。
高层东南向、采光视野YYDS、全屋精装修拎包入住,825,69305,天河,3室2厅2卫,119.04㎡,平层,塔楼,高楼层(共30层),暂无数据,暂无,南,钢混结构,精装,,有,商场：天娱广场、摩登、曜一城市场：国六宝肉菜市场、龙口东肉菜市场、医院：中山三院、侨怡医院、天河妇幼保健院、博爱医院银行：中国银行、广发银行、中国工商银行、农业银行、建设银行、招商银行,
次顶层、视野好、全新无居住过。,408,52362,天河,3室2厅1卫,77.92㎡,平层,塔楼,高楼层(共21层),暂无数据,62.31㎡,西北北,钢混结构,简装,,有,天河新塘街社区卫生服务新塘社区医院、科汇广场、优托邦大型购物广场、火炉山公园、天河智慧城、天河国际生态区！,出行便利公交可到达奥体、珠江新城、地铁21号线大观南路站已通车、坐地铁去往珠江新城只需要6站。
瑜翠园南北对流3房、通风采光好,298,31777,天河,3室1厅1卫,93.78㎡,平层,板楼,高楼层(共6层),暂无数据,71.5㎡,北,钢混结构,其他,,有,龙洞社菜市场、华润购物区域、龙洞美食街许多休闲娱乐的地方。小区步行500米有公交车39路30路775路可直达植物园地铁站、出行很方便。有华南植物园、火炉山森林公园、龙眼洞森林公园、树木公园、四大公园、空气新鲜、环境优美.,小区步行500米有公交30路和775路、途径6号线植物园地铁站和天河客运站.自驾很方便、小区后门就是上华南快线小区人车分离.环境优美.依山傍水、位置安静.适合老人养身和小孩子成长
精装修公寓、拎包入住、出行方便,130,36112,天河,1室1厅1卫,36㎡,平层,板塔结合,低楼层(共30层),暂无数据,24.44㎡,东,钢混结构,其他,,有,商场：曜一城银行：中国银行、广发银行、中国工商银行、农业银行、建设银行、招商银行,公交：小区楼下就是公交站五山路口站；地铁：地铁3号线华师站。
3房2卫、厅出阳台、精装修、边户,460,47620,天河,3室2厅2卫,96.6㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,有,500米内有大型肉菜市场、商场麦当劳等、也有电影院、咖啡厅、小区门口有便利店药房等。生活十分方便。200米到华南理工广外艺、500米到中国赛宝室、1000米内有燕岭公园二甲的燕岭医院、1500米有三甲武警总队医院广州东站,
濂泉路42号大院、白云山脚下、空气清新,150,28736,天河,2室1厅1卫,52.2㎡,平层,暂无数据,低楼层(共3层),暂无数据,暂无,南,混合结构,简装,,,,小区出来300米左右就是濂泉路公交站、11路、46路、51路、109路、201路等多条公交站、来往白云山、天河北、珠江新城、交通便利、300米有生鲜肉菜市场、生活便利
满五唯一 新装修 户型方正 两房改三房,450,53977,天河,2室2厅1卫,83.37㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,北,钢混结构,精装,,有,商场：领展广场、家乐福员村店、宏城士多、佳商场医院：华侨医院饮食：渔米之乡酒家、豪酒家、绿茵翠庭美食、时香酒家、稻香酒家、省高院及各大银行都有。现今赛马场改建在即、已经出了规划图、商铺已经全部停止营业搬迁,
天河星作 安静三房 看山望湖 视野采光佳,314,38756,天河,3室2厅1卫,81.02㎡,平层,塔楼,低楼层(共20层),暂无数据,65.81㎡,北,钢混结构,精装,,有,1公里7.5完方完科广场、大观湿地公园、奥林匹克体育馆、高德汇、奥特莱斯、东圃天河城楼下步行街街市、太古汇、中山大学附属第三医院、广州华医医院、饮食地带有食博会、美食城中森食博汇,门口即是公交站可达奥体、珠江新城、100米上环城高速、地铁21号线智慧城站只有700米、坐地铁去往珠江新城只需要7站
鸿燕居.  南向3房 . 有私家小露台.,236,27880,天河,3室1厅1卫,84.65㎡,平层,塔楼,低楼层(共6层),暂无数据,暂无,南,钢混结构,其他,,,综合菜市场：金贸生活市场、一家人每日不出远门即可采购新鲜蔬果肉类。临街门面有银行、餐馆、理发店等与生活息息相关的配套。居住于此让您出行和生活更便利、有燕岭公园、燕塘地铁站。,距离3、6号双地铁燕塘地铁口550米、距离广州东站驾车3公里、地铁仅一站。门口就有金燕生活区公交站50米、公交有54、89、503、B11、夜10路、距离燕塘企业450米、有三十多辆公交车经过。如果开车出行、1公里内能上广园快速路和华南快速去住珠三角各城市。
公安宿舍 东向两房 楼龄新净 大院管理近地铁 业主急出,180,30571,天河,2室1厅1卫,58.88㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,时代广场、保利克洛维、天河城、正佳广场。医院：南部战区空军医院三甲医院、广州仁爱医院、中大附属肿瘤医院、中大广州达安临床检验银行：建设银行、工商银行、中国银行其他：黄花岗公园动物园、东风公园、小区内部配套：停车场,地铁：6号线沙河顶站、5号线动物园站、公交车:水荫路(总站)、动物园南门总站、水荫横路口、锦城花园(东风东路)总站、途径线路包括137路、185路、189路、191路、192路、199路、204路、209路、210路、221路等
这房视野开阔 采光通风好 好 带电梯,133,31667,天河,1室1厅1卫,42㎡,平层,塔楼,中楼层(共6层),暂无数据,暂无,东南,钢混结构,其他,,,银行：广州农商、中国建设、中国邮政、中国工商等公园：长湴公园、天河公园、火炉山森林公园等医院：长兴人民医院、武警医院、广东三九脑科医院等商场：优托邦就在小区西门、电影院、大型市等；长湴综合市场就在小区东门,北到龙洞、南到五山、东到岑村、西到沙太。东门有长湴综合市场、中科院化学所、中科院植物所、有色院等。南门有伟伦体校、伟伦体校公交站。东南门有农行、邮政、长兴里商场等。三公里内有华农、华工、长湴公园、优托邦、天河客运站地铁3、6号线。
无抵押、看房方便 楼龄新 交通便利、地段好,368,48852,天河,2室1厅1卫,75.33㎡,平层,暂无数据,中楼层(共18层),暂无数据,暂无,东西,钢混结构,精装,,有,,小区距离华侨医院200米左右、离暨南大学608米、离华景新城955米左右、有20多路车经过、542路、548路、227路、2562路、882路、13路、18路、27路、小区路口有地铁13号线正在施工、2025年通车、以后走路到地铁口十分的方便。
东园小区  精致两房  户型楼层好  华师地铁口,299,53384,天河,2室1厅1卫,56.01㎡,平层,塔楼,中楼层(共9层),暂无数据,49.72㎡,南,钢混结构,其他,,,,距离华师地铁E出口20米商场曜一城天娱广场市场国六宝肉菜市场龙口东肉菜市场肉菜市场医院中山三院侨怡医院天河妇幼保健院博爱医院银行中国银行广发银行中国工商银行农业银行建设银行招商银行
此房格局方正、产权清晰、出行便利；,468,67339,天河,2室1厅1卫,69.5㎡,平层,塔楼,低楼层(共19层),暂无数据,暂无,西南,钢混结构,简装,,有,赛拉维是员村板块的成熟大型小区、医疗配套有中山六院、华侨医院等三甲医院、麦当劳、肯德基、菜市场和工人文化宫等就在小区一公里以内、设施完善齐全,地铁：21号线天河公园站、13号线2期在建。公交：员村山顶公交站、十几条公交线路过、交通方便。高速：华南快速出入口
南向两房、看花园很安静、诚心出手看中可商量,239,32593,天河,2室2厅1卫,73.33㎡,平层,塔楼,低楼层(共12层),暂无数据,暂无,南,钢混结构,简装,,有,商场：美宜佳商场、游泳池、网球场、苏宁电器、天河广场、美华商场、喜士多便利店、东圃摩登城。幼儿园：新时代幼儿园、金色未来双语资优幼儿园医院：中山大学光华口腔医学院附属口腔医院东院、广州天河区红十字会医院银行：中国农业银行,公交车：东圃镇站、途经路线包括883、891、139、夜52、夜51、夜17、214、240、242、245、272、289、503、505、513、548、549、561、568、574、576、404、、夜41、夜19地铁：地铁五号线东圃站
金融城高层两房  户型好  光线好,349,44923,天河,2室1厅1卫,77.69㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,东北,钢混结构,简装,,有,卜蜂莲花沃尔玛BRT天朗明居站家家乐医院站地铁4号线车陂站、21号线棠东站、5号线车陂南站广园快速路家家乐康复医院暨南大学附属医院东圃院区中国工商银行中国建设银行广州国际金融城生鲜市场众多配套齐全,家家乐医院站天朗明居站车陂站、21号线棠东站地铁4号线车陂站、5号线车陂南站广园快速路。408A路、496路、506路、547路、813路B21路B8路B16路B17路B1路B20路B22路B27路B2A路B2路B3C路B3路等公交线路
城市假日园 温馨南向三房 高楼层通风采光好,540,47928,天河,3室2厅2卫,112.67㎡,平层,塔楼,高楼层(共18层),暂无数据,94.93㎡,南,钢混结构,简装,,有,配套齐全、商场、市场、医院都有、生活的便利、适合长远计划、自住,小区二期出来就是东圃镇BRT、四号线车陂地铁站及在建的13号线二期明年年底开通、距离小区922米（数据来自高德地图）
过五唯一、带小院、三房两卫、体育东习位,428,64439,天河,3室1厅2卫,66.42㎡,平层,塔楼,低楼层(共8层),暂无数据,暂无,东北,钢混结构,精装,,有,下楼即到体育东菜市场和生活广场、生活氛围浓郁、天河城、天环广场、正佳广场、太古汇等都在步行范围,3号线石牌桥站/18号线、多路公交通往广州各处、四通八达、出行便利
品质好房 广粤尊府 全新装修3+1房 安静看园林,4280,238069,天河,3室1厅2卫,179.78㎡,平层,塔楼,中楼层(共22层),暂无数据,暂无,东北,钢混结构,精装,,有,,
东向大两房       安静 小区绿化好,425,58759,天河,2室1厅1卫,72.33㎡,平层,板塔结合,中楼层(共9层),暂无数据,暂无,东,钢混结构,精装,,有,金田广场、华润商场、医院：石牌桥社区医疗服务中-心、侨怡医院、中山三院、广州博爱医院银行：中国银行、工商银行、建设银行,交通便利、上班方便。地铁：3号线华师站；11号线。公交车站：龙口东、天寿路、天润路、天河东路、途经路线：20路、78路、78A路、41路、43路B10路B11路B1..
保利心语中高层南向大两房 户型方正 保养好 诚心急出,830,108782,天河,2室1厅2卫,76.3㎡,平层,板塔结合,中楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,购物商场、肉菜市、酒店、咖啡馆、中式、西式、港式餐厅、会所、四大银行、医院、优托邦、健身/游泳/SPA会所。高德置地春夏秋冬广场、东西塔、广州塔、兴盛路风情街。,地铁5号线猎德站、小区北面有公交车站、出小区打车很方便、上至黄埔大道、下到临江大道、西为广州大道、东为华南快速、珠江新城主干道四通八达、畅通无阻、出行便利。
富力天朗明居、安静大两房、望泳池花园、一级棒,300,38369,天河,2室1厅1卫,78.19㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,西西北,钢混结构,简装,,有,游泳场2个篮球场网球场游乐场天朗明居会所海王星辰大药房蒙特梭利等培训商场喜士多便利店好邻居便利店医院邱伟医疗门诊天河区红十字会医院车陂第二门诊部美景诊所,小区位于天河区中山大道西与车陂路交界处、位于天河车陂板块繁华地段、小区南门出去是中山大道、距离广州BRT20米。东门出去是地铁四号线“车陂站”。东南西北交通便利、难免接驳黄埔大道、北面接驳广园快速干线!
珠江新城东、东向安静望花园、高层视野开阔采光好。,290,46639,天河,2室1厅1卫,62.18㎡,平层,塔楼,高楼层(共23层),暂无数据,49.52㎡,东,钢混结构,精装,,有,中国银行、邮政银行员村西街街市、华颖花园是员村板块的成熟大型小区、医疗配套有中山六院、华侨医院等三甲医院、设施完善齐全。小区南门口有商店、银行、市场等、家乐福近在咫尺、配套成熟且交通配套便利。家乐福尊宝披萨柏高商务酒店,地铁：地铁5号线潭村站、即将开通的13号线二期白马岗站公交：员村一横路公交总站高速：华南快速干线高速出入口
南北对流 中高层 电梯房 视野开阔 采光足 校园环境,550,54364,天河,3室1厅1卫,101.17㎡,平层,塔楼,中楼层(共8层),暂无数据,101.17㎡,南,钢混结构,精装,,,,小区出门就是中山大道学院BRT站、隔壁是地铁13号线二期将于2022年10月全线开通。距离21号线、13号线二期和11号线天河公园中转站1.2公里。东面是科韵路广州金融城、西边可以上华南快速、交通便利。
广和路 2室1厅 北 南,290,41685,天河,2室1厅1卫,69.57㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,北南,钢混结构,其他,,,,
东方新世界天河公园大盘近地铁交通方便 不临中山大道,650,74218,天河,2室2厅1卫,87.58㎡,平层,塔楼,高楼层(共26层),暂无数据,暂无,西,钢混结构,其他,,有,华润、星巴克、KFC、建设银行、招商银行、农业银行、邮政储蓄银行、兴业银行、田园街市肉菜市场、中国电信、中国联通、中国移动、瑞鹏宠物医院、爱康国宾、南医三院、天河区房管局、21号线天河公园地铁站、华景新城BRT、天河公园。,
六运小区 1室1厅 东,176,50459,天河,1室1厅1卫,34.88㎡,平层,塔楼,低楼层(共9层),暂无数据,31.51㎡,东,钢混结构,简装,,有,,
金融城起步区、电梯精装修小2房 近地铁 配套齐全,205,44702,天河,2室2厅1卫,45.86㎡,平层,塔楼,中楼层(共15层),暂无数据,38.13㎡,西南,钢混结构,精装,,有,配套设施齐、有天河公园、员村市场、天河中医院、中山六院、麦当劳、光大银行、中国银行、工商银行等,距离科韵路公交场站141米、有506路、547路、901路、b22路等多条线路经过。距离5号线科韵路地铁站400米
精装修 位置安静 使用率高 广梅汕旁,225,46623,天河,1室1厅1卫,48.26㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南北,钢混结构,精装,,,商场：保利中辰广场摩登*货天娱广场太古汇丰兴广场。银行：中国银行、工商银行、建设银行、渤海银行。地铁：11号线环线、距离3号线岗顶站564米、距离3号线石牌桥站723米数据来源高德地图）医院：中山大学附属第三医院、广州市天河区妇幼保健院分院。,
春江花园 上车三房 楼层好保养好 单边位 看房方便,258,31115,天河,3室2厅1卫,82.92㎡,平层,塔楼,高楼层(共16层),暂无数据,暂无,东,钢混结构,精装,,有,小区出门就是一条美食街。好又多、卜蜂莲花、沃尔玛。医院：家家乐医院、红十字会医院、天河人民医院。邮局：东圃邮局、天朗明居邮局。银行：中国银行、招商银行、交通银行、农业银行等,地铁：21号线棠东站、5号线车陂站、4号线车陂南地铁站公交：B1路、B1快线、B2路、B3路、B4路、B5路、B6路、B7路、B8路、B16路、B17路、B20路、B21路、B27路、304路、518路、562路、夜36路、883路、549路地铁：4号线车陂
华景新城六期 东南向电梯三房 高层视野好 采光很好,450,52614,天河,3室1厅1卫,85.53㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,公园天河公园美食圣安娜饼屋乐家生鲜醉味等医疗南医三院西医结合门诊部银行农行工行建行中行等柜台交通步行可到达华景公交总站翰景路公交站等也可选择开车出行,华景新城小区内设有双公交总站560、298、191、130、239、293、194、B9等公交线路线路华景新城BRT站约20条线路、交通方便。
可议元 08年小区 南北通透 少有带四居 新精装修,823,58077,天河,4室2厅2卫,141.71㎡,平层,塔楼,低楼层(共27层),暂无数据,暂无,南北,钢混结构,精装,,有,,距离广州东站地铁口800米左右距离太古汇3公里内距离珠江新城5公里内
兰亭盛荟三期 中层南向望江  安静不吵 近东圃地铁,496,62078,天河,3室1厅1卫,79.9㎡,平层,塔楼,低楼层(共44层),暂无数据,64.53㎡,西南,钢混结构,其他,,有,近5号线地铁东圃地铁站、小区配套设施齐全、宜家家居、居然之家、盒马生鲜、美林天地、还有山姆会员店、小区旁就有惠美家、肉联邦、美宜家、钱大妈、菜市场等,交通便利、一纵两横、两条主干道、一条快速路、驾车通行方便、（近5号线东圃地铁、步行800米、最近距离600米左右）、横穿四大区
侨林苑 南向两房 厅出阳台 诚心卖,535,68669,天河,2室2厅1卫,77.91㎡,平层,塔楼,中楼层(共22层),暂无数据,63.09㎡,南北,钢混结构,简装,,有,医院：天河妇幼医院、林和街道社区卫生站、中山三院等；银行：招商银行、交通银行、建设银行、中国银行、广大银行、农业银行等；商场：正佳广场、太古汇、天河城、天环、东方宝泰等。,公交站：林乐路站、天河北路站、林和东路站；地铁站：林和西地铁站（1号线和3号线）11号线天河东站（在建）
农垦总局 4室2厅 南 北,1450,136548,天河,4室2厅2卫,106.19㎡,平层,板楼,低楼层(共3层),暂无数据,暂无,南北,混合结构,其他,,,,
商圈介绍  豪景花园好房   望省jun区安静  业主诚心卖,338,36498,天河,3室2厅1卫,92.61㎡,平层,塔楼,中楼层(共20层),暂无数据,暂无,南,钢混结构,其他,,有,豪景花园处于天河北的中轴商圈地理位置优越交通快捷便利东临天河火车东站南临、大型服装批发市场和广州的汽配城西临天然五A级的BAIYUNSHAN的广北临天平架公交车总站豪景花园小区管理完善、24小时IC卡进出、,门口是豪景花园公交站、离小区1.2公里有天平架地铁口、出行方便、小区就在广州大道边、开车出行也方便
石牌村商住楼 3室2厅 南,940,79851,天河,3室2厅2卫,117.72㎡,平层,板楼,高楼层(共30层),暂无数据,暂无,南,钢混结构,其他,,有,,
美林湖畔花园 电梯2房 品质小区 繁华地段 近地铁,400,50872,天河,2室2厅1卫,78.63㎡,平层,塔楼,低楼层(共11层),暂无数据,66.49㎡,东北,钢混结构,其他,,有,房子金融城、有5号线三溪站和13号线珠村站、有宜家、居然之家、华润家、美林商城、山姆会员店、比较好的位置、大型菜市场、和杨桃公园。适宜居住。,小区200米处有一个石溪菜市场、美林、工商银行、交通银行、民生银行；1500米有华润
格局方正四房 、东南向 视野开阔、高楼层 全新未住,750,60372,天河,4室2厅2卫,124.23㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,南北,钢混结构,精装,,有,,本小区出门便是悦景路、往东南向是科珠路、可步行到公交车站悦景路东站和科珠路南站、搭乘490路364路495路581路945路高峰快线65路。小区距离广州地铁21号线神舟路站路程大约4公里、北边广深高速、西边环城高速、南边为广园路。
天河沙河顶地铁站、南向大两房、楼龄新、框架结构,180,22500,天河,2室1厅1卫,80㎡,平层,板楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,简装,,,广州市白云区人民医院、中山大学附属医院、广州市妇女儿童医疗、沙河顶市场、全家便利店(君华店)、金田市场(沙河顶店)、广体运动城、,地铁：动物园地铁站5号线、沙河顶地铁站6号线步行360米（高德地图）。公交车站：十九路军陵园公交车站、水荫路共交站、沙河顶公交车站、天河立交公交车站等。
中高楼层、户型方正实用、精装交标,400,45767,天河,3室2厅2卫,87.4㎡,平层,塔楼,高楼层(共26层),暂无数据,暂无,南,钢混结构,精装,,有,,规划19号线姬堂站坐落项目内、直达珠江新城、海珠、荔湾等重要区域。社区公交车总站接驳主干线广园快速路、直达珠江新城、天河北、琶洲等商务区；社区内建4500㎡大型私享公交总站、为版块内的社区旗舰型交通配套
东南向三房两卫新装修  可拎包入住,580,59751,天河,3室2厅2卫,97.07㎡,平层,塔楼,低楼层(共16层),暂无数据,77.29㎡,东南,钢混结构,精装,,有,商场：华润、苏宁电器、国美电器、龙洞又一城、邮局：龙洞邮政银行：广发银行、农业银行、农商银行、工商银行、建设银行、邮政银行医院：龙洞医院、武警医院其他：华南植物园、龙眼洞森林公园、广州市树木公园、火炉山森林公园、海悦,
