标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
珊瑚湾畔 单边位 采光好 保养好 业主置换,520,33934,番禺,3室2厅3卫,153.24㎡,平层,塔楼,低楼层(共26层),暂无数据,119.28㎡,南北,钢混结构,其他,,有,银行：中国银行、工商银行、农业银行、农商银行。商场：珊瑚商场（海鲜种类和食材品种多）便利店：全家、美宜佳；美发店、水果店、茶餐厅等,小区旁边配套齐全、有潮市商场各大银行均在小区门口、交通、小区门口车站有185路182路、地铁接驳4号线、90191地铁3号线厦窖站18号线沙溪站
富力天海湾精装三房 东南向 一线江景 满五唯一,145,14781,南沙,3室2厅1卫,98.1㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,东南,钢混结构,精装,,有,生活配套完善、一公里以内购物街、肉菜市场、大型chao市、可以满足日常生活所需。,
珠光南沙御景 4室2厅 南,198,14790,南沙,4室2厅2卫,133.88㎡,平层,板塔结合,低楼层(共18层),暂无数据,暂无,南,钢混结构,毛坯,,有,,
松溪花园 大面积总忦低  全明通透 厅卧错落有致,178,17607,白云,2室1厅1卫,101.1㎡,平层,平房,低楼层(共9层),暂无数据,暂无,北,钢混结构,其他,,有,汇锦新天地广场、肉菜市场、麦当劳、妇产科医院等配套设施、生活娱乐比较方便,本小区旁边有两个地铁站在建地铁：十三号线二期罗冲围站以及松溪站、出小区约300米左右就是公交总站、出行方便
祥景花园 中层小面积 一手业主 产权清晰 随时可交易,63,19063,白云,1室1厅1卫,33.05㎡,平层,塔楼,中楼层(共9层),暂无数据,28.24㎡,南,钢混结构,其他,,,商场：白云汇广场、黄石家私大广场。医院：白云区人民医院、广州中医药大学附属医院、白云区黄石医院江夏门诊部。银行：建设银行、工商银行、农业银行、交通银行。其他：祥景综合市场,出小区门口10米就是祥景花园公交站途径：126.563.803.244.929.841.742.265.等等。地铁2号线江夏站或萧岗站。
装修保养好、南北对流、业主诚心卖、户型好。,225,23685,黄埔,3室2厅2卫,95㎡,平层,塔楼,低楼层(共35层),暂无数据,74.42㎡,西南,钢混结构,其他,,有,大型购物广场：高德汇购物广场、飞晟汇、奥园广场、锐丰广场等。医院：中山大学岭南医院、萝岗区妇幼保健所医院。银行：中国农业银行、中国工商银行、广州农商银行、中国建设银行、中国邮政储蓄银行。菜市场：综合体、底商,小区正门200米外有外商活小区正门200米外有外商活动公交站、有237a路、446路、广增2线和节假日公交专线9线4条公交线、有轨电车T1号线驳接长平地铁21号线、直达天河.科学城出行方便
近地铁 有阁楼 小区中间 保养好,90,9807,花都,2室2厅1卫,91.78㎡,平层,塔楼,高楼层(共12层),暂无数据,暂无,南,钢混结构,其他,,有,风神公社依山而建、东侧有金钟水库。小区正门就是风神大道、背靠山侧面靠水。小区内有游泳池、游乐园、健身设施。小区有银行、菜市场、东方日产体育馆、休闲公园、便利店、生活舒适便捷,风神花园地处广州市花都区、交通有花都风神大道、花都大道、西二环高速、广清高速、北二环高速、华南快速三期等高速。开车从小区出发、经广清高速直达广州天河。门口有地铁9号线飞鹅岭站、公交车有花68.花24.花5B、花24B路。距离广州北站约4公里
高品质近地铁站次新原装电梯阳光好房,175,56216,越秀,1室0厅1卫,31.13㎡,平层,塔楼,高楼层(共19层),暂无数据,24.49㎡,西南,钢混结构,精装,,有,,交通出行：200米出口就是广州市动物园、300米黄花岗地铁站、小区100米永福路公交车站去白云天河都是很方便。
翡翠绿洲香江天赋三房南北对流、视野开阔、采光充足,199,17469,增城,3室2厅2卫,113.92㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,拥有克拉汇及克拉邻里两大美食街、有建设银行、东门有麦当劳、星巴克、及大型购物商场、另外项目距离500米就有医疗配套完备的“暨华医院”,小区设有三条楼巴线路连通广州天河、萝岗、黄埔、公交莞穗1号线、新塘6路已进入小区接驳地铁13号线沙村站、小区免费楼巴各个苑区都有站点、新塘6路直达新塘镇、437直达到南岗玩具城总站、572到开发区、358路直通萝岗区、交通便利、邻广园东快速
恒大御府 中层两梯两户对流望花园 业主自住保养好,760,52353,白云,3室2厅2卫,145.17㎡,平层,板塔结合,中楼层(共17层),暂无数据,113.4㎡,东西,钢混结构,精装,,有,小区里100米就有京溪恒大肖区马路斜对就是天河广垦壹号广场。2公里范围内有金茂广场梅花园广场佳润广场香柏广场嘉裕太阳城广场以及金铂广场吃喝玩乐都能得到满足检查身体或体检也方便、2公里内有三九脑科医院生军区157医院南方医院,距离3号线梅花园地铁站直线距离600米、门口有公交站。旁边的沙太路就是广从高速路口、以及正在建设着的地铁18号线京溪路站50米距离~出行交通很便利、通达全城。
宝岗大道电梯高层  南向  南北对流,178,37286,海珠,1室1厅1卫,47.74㎡,平层,塔楼,高楼层(共22层),暂无数据,暂无,南北,钢混结构,其他,,有,江南西步行街、新一城佳便利、屈臣氏、国美电器、苏宁电器市场：昌龙肉菜市场、宝岗肉菜市场、沙园市场银行：中国银行、建设银行、工商银行、农业银行医院广州市红十字会医院、海珠区妇幼保健院交通：宝岗大道公交总站、地铁2、8号线,
天韵二期 一线湖景 业主诚心放卖、保养好,398,30703,黄埔,4室2厅2卫,129.63㎡,平层,塔楼,中楼层(共23层),暂无数据,106.35㎡,南,钢混结构,精装,,有,便利店、市场、花店、面包店、餐厅、商场、各式各样、多选择;小区绿化环境好、空气清新,地铁旺村、汤村、何棠下、知识城等站A坳岗345路352A路365路370路445路B棠下村口343A路345路352路365路370路445路
东南单边南向三房视野好户型通透居住舒服,280,28181,番禺,3室2厅1卫,99.36㎡,平层,塔楼,高楼层(共55层),暂无数据,77.71㎡,东南南,钢混结构,其他,,有,,亚运城是4号线与3号线交汇海傍站的接驳点出行方便、楼下也有公交一站接驳地铁口
小区管理、南向、光线充足、可商议,36,5446,增城,2室1厅1卫,66.11㎡,平层,暂无数据,高楼层(共8层),暂无数据,暂无,南,钢混结构,其他,,,房子的配套比较成熟、出入都很便利、停车方便、生活便利、满足生活的日常需求,房子所在位置、交通便利、有公交车站可以到达增城大多数地方、200米就有大型市场、离东汇城购物1公里
南华花园  小区电梯三房 户型方正实用,219,27662,海珠,3室1厅1卫,79.17㎡,平层,塔楼,低楼层(共9层),暂无数据,72.79㎡,南,钢混结构,简装,,有,,
地铁口200米 大院管理  装修保养好,120,23033,海珠,2室1厅1卫,52.1㎡,平层,板楼,高楼层(共7层),暂无数据,暂无,南,钢混结构,其他,,,200米庄头公园、50米珠江医院公交站100米珠江医院200米燕岗地铁站、方圆333广场、500米环岛路珠江边,
店主推荐 华侨城 南向中楼层 过五年唯一 诚心看房方便,80,11662,番禺,2室1厅1卫,68.6㎡,平层,塔楼,中楼层(共8层),暂无数据,55.15㎡,南,钢混结构,精装,,,菜市场：西区肉菜市场医院：番禺中xin医院、番禺中医院、何贤医院、社区医院。小区楼下就有chao市、距离小区200米左右有个西丽广场、买东西、看电影都可以、隔座桥还有奥园广场、华润的大型商店。,出行方便、小区门口就有公车站、公交路线有：番108b路、番129路、番15路、番22b路、番22路、番27路、番30路、番68路、番6路、番6路长线、番7b路、番7路、广番108路等、公交5个站即可到3号地铁线。
惠百氏广场 3室2厅 南 北,178,14589,增城,3室2厅2卫,122.01㎡,平层,塔楼,中楼层(共32层),暂无数据,98.54㎡,南北,钢混结构,其他,,有,,
中山七路 电梯平层两房 陈家祠商圈 旺中带静,165,34311,荔湾,2室1厅1卫,48.09㎡,平层,平房,高楼层(共9层),暂无数据,42.42㎡,西南,钢混结构,精装,,有,步行500米内有西门口广场陈家祠广场扬韬广场荔湾体育馆动感小西关美食打卡网红街荔湾医院新大新货网红美食打卡点,地铁1号线和8号线陈家祠站200米西门口地铁站500米；中山七路公交站150米交通便利中山七路车道宽敞车流不多旺中带静
珠江新城旁体育东小冼村双地铁位置好住家舒适,550,46504,天河,3室2厅1卫,118.27㎡,平层,塔楼,中楼层(共28层),暂无数据,暂无,东南,钢混结构,简装,,有,,公交：20路、39路、53路、42路、136路、811路、504路、266路。地铁：3号线石牌桥站。BRT石牌桥站
精装修、一楼大院可用、封闭式小区、11号线石围塘,140,23149,荔湾,2室1厅1卫,60.48㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,东,钢混结构,精装,,有,,
高楼层视野、采光好、户型方正、通风好,868,50483,番禺,4室2厅2卫,171.94㎡,平层,塔楼,高楼层(共31层),暂无数据,138.49㎡,南,钢混结构,精装,,有,1、现阶段：小区内外配有多家商店、餐饮、菜店、药店、银行、完全满足您对生活的各种需求；2、未来规划：沙溪村批发市场改造整体规划有酒店、公寓、商贸综合体、创新文化站、滨江公园、三甲医院、老人福利院、青少年宫等......,在离家不太远的任何一个角度、都可触及交通。华南快速干线、星光快速、地铁3号线、地铁18号线近在咫尺、顺达珠江新城；地铁2号线、直达广州南站；左邻洛溪大桥、沟通往来
一梯两户、三面采光、全明格局安静舒适、业主诚意可议,105,19812,荔湾,2室1厅1卫,53㎡,平层,板楼,高楼层(共6层),暂无数据,暂无,南,混合结构,简装,,,商店：悦汇城商场、富力国际鞋城、若比邻商场、餐饮：老伙计、武林厨神、凤凰酒家等。还有健身房和工人体育馆。银行：工商银行、建设银行、邮政储蓄银。交通：地铁5号线8号线、多路公交车,
大岗翡翠蓝湾北区 3室2厅 东南 南,105,10703,南沙,3室2厅1卫,98.11㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,东南南,钢混结构,其他,,有,,
两房 交通方便 格局方正 通风采光好,180,28378,天河,3室1厅1卫,63.43㎡,平层,塔楼,高楼层(共7层),暂无数据,57.31㎡,南,混合结构,简装,,,300米内菜市场、地铁600米直达、方便快捷、便利、公园方便、菜市场、商场、医院、服装批发市场、配套完善。,地铁6号线沙河顶站、5号线动物园站、公交车线路:192路、199路、27路、547路、6路、78路、夜14路、112路
南北对流、视野开阔、地铁成熟配套、欧美风装修大平层,840,33173,番禺,4室2厅3卫,253.22㎡,平层,塔楼,中楼层(共37层),暂无数据,200.98㎡,南北,钢混结构,精装,,有,小区地理位置优越、出行方便、出门就是地铁7号线（板桥站）和楼巴站、集市（钱大妈和雅集鲜）、银行、社区医院、及健身器材完善成熟。,
位于白云一街、双地铁。有电梯。,208,60695,越秀,1室1厅1卫,34.27㎡,平层,板楼,中楼层(共7层),暂无数据,暂无,北,框架结构,简装,,有,医疗：广东省人民医院、中山大学附属医院、广州市中山眼科医院、广州医科大学附属医院；购物：中华广场、流行前线、北京路步行街、银行：工商银行、农业银行、建设银行、广州银行等,此房近东山口地铁站、烈士陵园地铁站。省人民医院、东川路、东华西路、烈士陵园公交车站、16路;76路;211路;864路;夜4路、16路;93路;112路;221路;864路;夜93路、3路;106路;215路;215路长线;夜21路、1路;76路;93路;102路;107路;108路;183路;211路;222路;243..
百荣园 云山名都三期电梯 东向望白云山 格局方正,300,35860,白云,2室1厅1卫,83.66㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,东,钢混结构,其他,,有,小区门口就有公交车站恒沙龙棠溪菜市场高田街菜市场bai信广场广baibai货凯德广场5号停机坪棠溪市场,出行方便、小区门口就有公交车站、途径线路有251路254路268路280路298路32路511路522路58A路58路757路807A路等多条公交车路线直达市区、地铁站14号线二期岗贝站就在小区门口、目前已经在动工、预计2026年通车
300米到滘口站一楼带35平方花园大三房朝南朝东采光猛,163,22174,荔湾,3室1厅1卫,73.51㎡,平层,塔楼,低楼层(共6层),暂无数据,66.42㎡,西南,砖混结构,其他,,,,300米到滘口地铁站、走人行天桥不用横穿马路、方便快捷、有座位、出行舒适！300米内有广佛路口（滘口客运站）公交站、广佛路口公交站、滘口客运站公交站、芳村大道西总站公交站、滘口汽车站总站多个公交站、有多趟公交车通往广州佛山各区、出行便利
团一大地铁 电梯三房 南向阳台 条形砖外墙,400,45841,越秀,3室2厅1卫,87.26㎡,平层,塔楼,高楼层(共9层),暂无数据,78.84㎡,南,钢混结构,精装,,有,八旗二马路近北京路步行街、海珠广场、文德南公交站、珠光路公交站、珠光路菜市场、近天字码头。,北京路步行街、二号六号海珠广场站、天字码头。望珠江、沿江边散心、缓解压力。交通出行有多种选择、文德南公交站、沿江路公交站
全屋定制 南北对流 保养好 居住舒适 楼层好,320,25071,黄埔,4室2厅2卫,127.64㎡,平层,板塔结合,中楼层(共31层),暂无数据,暂无,南,钢混结构,精装,,有,,
机场板块、热橙大三房。中高层、视野开阔,118,11763,花都,3室2厅2卫,100.32㎡,平层,塔楼,中楼层(共15层),暂无数据,暂无,北,钢混结构,精装,,有,,该小区属于机场板块、很多机场员工入住本小区、交通便利、有17路、704路、85路、4路、公交站台就在小区旁边
共和苑小区、南北向框架结构、看房方便、诚意,248,42863,越秀,2室1厅1卫,57.86㎡,平层,塔楼,中楼层(共7层),暂无数据,51.36㎡,南,钢混结构,简装,,,华润、共和西市场、ok便利店(东兴南路店)医院：中山附属医院、省人民医院邮局：中山一路邮政所、邮政局五羊邨支局、广州市邮政局五羊村邮局银行：广州银行、建设银行、中国邮政储蓄银行,
荔福路 电梯使用中 新装修 三房两卫,278,35830,海珠,3室1厅2卫,77.59㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,有,凯德乐峰广场、太古仓风情街、宝业路美食街、富力海珠城、沙园肉菜市场、西华街菜市场,地铁：8号线、广佛线沙园站。2号线江南西站、8号线宝岗大道站、公交车沙园站、宝业路站。
广本200米70年大产权住宅 户型方正实用带3个阳台,85,8845,增城,3室2厅2卫,96.1㎡,平层,塔楼,高楼层(共19层),暂无数据,暂无,北,钢混结构,其他,,有,楼下约100米有华丰兔奇鲜市、佳美华货、乐家富货等；还有中影影城、麦田田影城（沙浦店）、金甲搏击俱乐部等,距离沙浦路口公交站（增城29路、增城39路）距离约100米、距离广本厂（广增5线、增城34路）约200米
精装修、户型好、大客厅、采光很好、视野开阔、安静,135,24586,天河,2室1厅1卫,54.91㎡,平层,板楼,高楼层(共10层),暂无数据,暂无,西,钢混结构,精装,,,沃尔玛、华润*家、卜蜂莲花、礼加诚龙盛购物、惠*家电影院：哈艺、龙影医院：棠德社区医疗门诊部、家家乐医院、便利店、中国工商银行、中国邮政储蓄银行等。,
奥园大3房2卫、望湖、景观好、采光好,335,24971,南沙,3室2厅2卫,134.16㎡,平层,暂无数据,中楼层(共13层),暂无数据,114.07㎡,南,钢混结构,其他,,,小区楼下有酒店、小商店、肉菜市chan、餐馆等等、可以满足日常生活所需。两公里范围内有南横村肉菜市场、南沙旧镇市场。距离南沙区妇幼保健院约3公里左右。3公里内范围内有l两家五级酒店、游艇会、高尔夫、天后宫、黄山鲁、蒲州公园等旅游景点、邮轮母港..,项目位于地铁4号线南横站、步行距离仅300M、楼下有7公里长的滨海绿道、是广州可以看海的小区
业主急卖、户型实用、位置好单边位东南向、产权清晰。,116,11965,增城,3室2厅2卫,96.95㎡,平层,塔楼,低楼层(共18层),暂无数据,79.63㎡,东东南,钢混结构,简装,,有,,凤馨苑出门口200米可上广园快速路；小区门口有交通站、有凤凰城穿梭大巴、市直通大巴（直通黄村、体育西、石牌桥等）、公交车停靠；离新塘地铁站、轻轨站、高铁站1.5公里、走路或骑行共享单车、乘坐7路公交一站即达；2公里即上广深高速新塘立交出口。
拧包入住  温馨三房  中高层 采光通风佳,198,21927,番禺,3室2厅2卫,90.3㎡,平层,板塔结合,中楼层(共9层),暂无数据,76.33㎡,南北,钢混结构,精装,,有,宏城福特玛建设银行中国银行工商银行丽江花园医务所、大石人民医院停车场网球场游泳池会所健身场,125广卫路总站丽江花园总站06:00-22:30122广州火车东站总站丽江花园总站06:00-22:30522广州体育馆总站丽江花园地铁接驳专线(5)号线--至地铁三号线厦滘站06:00--23:00
本房源光线好/交通便利/近市二宫地铁站./拧包可以入住,75,21950,海珠,1室1厅1卫,34.17㎡,平层,板楼,高楼层(共6层),暂无数据,暂无,南,钢混结构,精装,,,江南大道北公交车站./小港肉菜市场/慢国广场./合马市场/南村路菜市场/红会医院./,市二宫地铁站.同福东公交车站./江南大道北汔车站./南华东公交站./
房子是南向  南向  可租3300元,210,48243,海珠,1室0厅1卫,43.53㎡,平层,平房,低楼层(共29层),暂无数据,33.65㎡,南,钢混结构,简装,,有,,公交车：敦和站、途经路线包括512、188、88、139、522、122等24条线路、地铁：客村站鹭江站
电梯两房 实用高 地段好 厅出阳台,190,28236,海珠,2室1厅1卫,67.29㎡,平层,板塔结合,高楼层(共9层),暂无数据,暂无,北,钢混结构,其他,,有,小区位于敦和路海珠区政府后面、公交总站线路很多通往全城。购物广场有多个、*达广场、合生广场、天鸿*货、荟萃广场。多个菜市场、比如新滘肉菜综合市场。医院：有社区新滘医院、省二医院、江南医院。地铁：客村地铁站和大唐地铁站。公园：海珠湖,小区门口就是公交站、有208公交车、24公交车等、有便民巴接驳客村地铁站、交通出行很方便
时代长岛 次新房 高层视野无遮挡 全层定制 保养好,125,13434,南沙,3室2厅2卫,93.05㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,北,钢混结构,精装,,有,小区面向黄山鲁森林公园、蝴蝶洲公园、绿化好、视野好。周末可以带老人和小孩在蝴蝶洲公园玩耍、沐浴阳光。,小区门口就有公交车站、直达18号线横沥站、南沙体育馆、中山附属医院、多条公交线路直达金州、蕉门地铁口、南沙客运站等等、规划南沙十五号线蝴蝶洲站就在家门口、驾车交通方便
中山八路 电梯两房 南北对流 日照充足,160,29224,荔湾,2室1厅1卫,54.75㎡,平层,暂无数据,高楼层(共9层),暂无数据,暂无,南,钢混结构,简装,,有,周门肉菜市场、荔景商场、华润、动感小西关、西焦生态公园、荔湾湖公园、流花湖公园、青年公园、中山八公交车站、荔湾图书馆、医院、银行、康乐设施、健身房、电影院等等,交通出行便利、距离地铁1号线陈家祠站752米、距离地铁8号线中山八站811米。富力广场站途经路线包括105、85、555、233、107、128、52、193、133、17、109、夜11路
六运三房户型方正 采光好 体育东省一级  带天台50平台,565,60924,天河,3室1厅1卫,92.74㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,东南,钢混结构,精装,,有,公园：海心沙。商场：天河城、天河又一城、时尚天河、花城汇、天环广场、正佳广场、太古汇。市场：体育西菜市场。银行:建设银行、中国银行、工商银行、农业银行,地铁：3号线石牌桥站、18号线冼村站、APM线天河南站、APM线黄埔大道站、1号及3号线体育西路站、公交：BRT石牌桥站等多条公交线可到。
新世界凯粤湾 C区大两房 北向望江,330,37637,荔湾,2室1厅1卫,87.68㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,南东北,钢混结构,其他,,有,,距离五号线滘口总站700米距离芳村大道西公交车站500米有19路、75路、55路、81各、193路、206路、236路、309路、309A路、312路等二十多条线路经过直达广州
昌岗双地铁 双阳台实用高安静舒适视线,568,60005,海珠,3室2厅1卫,94.66㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,东,钢混结构,其他,,有,商场：合生生活天地、燕汇广场、江南西江南新地、富力海珠城医疗：广州医科大学附属第二医院、南方医科大学珠江医院、省口腔医院银行：中国建设银行、中国银行、中国工商银行、广州农商银行、中国邮政银行、中信银行,地铁：距离8号线宝岗大道站200米左右、距离2号线8号线交汇昌岗站340米左右公交：步行300米左右到昌岗路总站、可搭乘10路、25路、197路、299路等等；步行370米左右到信和广场站、可搭乘25路、44路、69路、70路、186路、197路、206路、221路等等
大三房、小洋房！户型方正、居住舒适、绿化高、,228,16049,花都,3室2厅1卫,142.07㎡,平层,塔楼,低楼层(共11层),暂无数据,暂无,南,钢混结构,其他,,有,房屋距人民公园、区政府1公里左右。距离500米处有一间工商银行、走出小区门口左右两边200米处分别有公益市场和大华市场、买菜方便。距离150米处配有一家小型的商场、生活便利.,房屋坐落于紫薇西路段、走出小区门口左手边30米就有公交站。往右手走距离过红绿灯50米分别有多处公交站。
金茂湾南北对流双阳台小户型、安静舒适,298,30449,南沙,3室1厅2卫,97.87㎡,平层,板楼,低楼层(共32层),暂无数据,暂无,南北,钢混结构,精装,,有,,
精装修拎包入住、正规一房一厅、采光通风好,52,14397,白云,1室1厅1卫,36.12㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,北,钢混结构,其他,,,,广州地铁8号线聚龙站700米、12号线/13号线槎头站在建、预计2025年年底开通。公交175号线总站。
中楼层、正南向、望花园、精装7米大阳台全落地,460,45509,白云,3室2厅2卫,101.08㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南,钢混结构,简装,,有,,小区距离3号线地铁同和站1.5公里、小区门口有公交车可直达地铁口、距离华南快速同和收费站仅600米左右、出行便利关
保利红棉花园 精装两房 拎包入住 双地铁,188,29880,海珠,2室1厅1卫,62.92㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南北,钢混结构,精装,,,小区近珠江边市政公园、平时周末可以带小孩到江边露营医院：广州医学院第二附属医院、口腔医院、珠江医院、石溪中医院市场：华润、保利红棉市场、金溪肉菜市场。银行：中国银行、工商银行、建设银行交通银行,小区距离地铁二号线江泰路站1公里、距离地铁广佛线燕岗站400米、公交车站保利红棉花园站就在小区北门、途径线路有13路、86路、180路、544路、546路、530路和967路等等
净慧路 2室1厅 南 北,90,22433,越秀,2室1厅1卫,40.12㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,南北,钢混结构,精装,,,,
有大型商城融创茂、地铁18号线旁,248,23847,花都,3室1厅2卫,104㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,南,钢混结构,其他,,有,本小区自带购物广场、电影院、主题乐园、内置有室内滑雪场、吃喝玩乐不需要担心、就在家门。医院：狮岭镇罗仙村卫生站、康和医疗门诊部、狮岭镇长岗村卫生站、团结村卫生站分站、东善诊所、花都林盛医疗门诊、花都区供销社庄稼医院。,穗莞深城际轻轨天贵路站、就在室内滑雪乐园旁、这一条城轨、将广州、东莞、深圳紧密相连、又与广佛环线接驳、拉近与佛山的距离。全省经济实力的四座城市。
增江河旁、离地铁近、环境优美、饭后散步的好地方,148.8,10807,增城,3室1厅2卫,137.7㎡,平层,塔楼,低楼层(共13层),暂无数据,117.92㎡,北,钢混结构,其他,,有,离小区步行500米可到河边的公园散步、配套一公里内有大型商场、菜市场、娱乐场所、医院、广场、公园等配套完善交通出行:,河高速路口。21号线地铁口、小车自行车、出行方便、交通便利、
华为研发基地旁 方正实用3房 地铁口100米,180,22557,白云,3室2厅1卫,79.8㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,,,地铁13号线（在建）、B3、521、527、424、259、830、198、114、839等
百晟汇翠湾 4室2厅 东南,168,11328,增城,4室2厅2卫,148.31㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,东南,钢混结构,精装,,有,,
班芙小镇 中楼层南向三房 户型方正 采光好,73,7836,花都,3室2厅1卫,93.16㎡,平层,塔楼,高楼层(共23层),暂无数据,74.28㎡,东南南,钢混结构,毛坯,,有,融创文旅城衣吃住行一条龙商场：东福商场：新民市场医疗：狮岭卫生院、花都人民医院银行：广州农商银行、中国邮政储蓄银行、中国农业银行综合商场;文体城、福源广场,交通出行：地铁9号线花都广场站公交车：63、83号、新庄村站；25B小区站、86号、旗岭市场站(284县道)高速：G94珠三角环线六花岗
精装3房2厅2卫、保养好、户型方正实用。,298,30748,番禺,3室2厅2卫,96.92㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,东北,钢混结构,其他,,有,金港湾购物广场、永旺梦乐城、九鸿广场；水果店银行：中国银行、广州农商银行、中国农业银行、中国工商银行；医院：何贤医院、番禺中医院；方便您的出门和生活,番禺汽车客运站、途径路线包括：番1路、29路、68路、93路、126路、303路、309路、310路等、地铁：3号线番禺广场站等、番禺广场18号、17号线、22号线已经开通。3号东延傍江东站已开通（地铁就在家门口）
香江园 安静大院 封闭管理 南北向,680,61561,越秀,3室2厅1卫,110.46㎡,平层,塔楼,中楼层(共7层),暂无数据,98.11㎡,南北,钢混结构,其他,,,商场：东山广场、医院：中大附属肿瘤医院、中大广州达安临床检验邮局：区庄邮局、犀牛路邮政所银行：建设银行、工商银行、中国银行其他：黄花岗公园小区内部配套：停车场,公交：2路、54路、56路、62路、185路、189路、204路、261路、283路、284路、293路、305路、517路、518路、542路、550路地铁：5号线区庄站、5号线动物园站
江南西路 紫龙大街 两房一厅 南向厅出阳台,176,31735,海珠,2室2厅1卫,55.46㎡,平层,板楼,中楼层(共8层),暂无数据,6.45㎡,东南北,钢混结构,精装,,,拥有800米江南西步行街、新一城商场、富力海珠城。市场：van松园市场、江南东肉菜市场、泰宁市场、沙园市场。银行：中国银行、建设银行、工商银行、农业银行。医院：正骨医院、广医二院、珠江医院、红十字会医院。,离江南西地铁B出口400米、可坐2号线到广州南北区域、坐一站到昌岗地铁站可转8号线。有多个公交站、包括南村站、江南西路站、华海大厦站等、可通往广州各大区域、交通便利。
金域蓝湾 1室1厅 东南,165,35715,白云,1室1厅1卫,46.2㎡,平层,板楼,中楼层(共11层),暂无数据,暂无,东南,钢混结构,精装,,有,,
荔福路 3室1厅 东南,198,24530,海珠,3室1厅1卫,80.72㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,东南,钢混结构,简装,,,,
金色里程  小三房  南北对流  精装,85,10225,增城,3室2厅2卫,83.13㎡,平层,板塔结合,高楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,,,
荔园小区 新房源 电梯南向大两房 一梯两户 南北对流,182,25975,黄埔,2室2厅1卫,70.07㎡,平层,塔楼,中楼层(共9层),暂无数据,63.31㎡,南,钢混结构,其他,,有,旁边有星荟城、荔香市场可满足日常生活所需；广州酒家、荔香路有众多美食餐厅、还有休闲会所(KTV)、电信营业厅等、小区旁边有购物星荟城和美食街、生活便利、摩登购物商场、黄埔公园、黄埔医院.,距离5号线大沙地站647米。公交车：珠江村站、途经线路包括夜41路夜46路50路210路214路240路242路242快线292路431路507
此房南北对流、南向采光好、不靠路、框架结、楼层好,68,13423,花都,2室1厅1卫,50.66㎡,平层,板楼,低楼层(共7层),暂无数据,暂无,南,钢混结构,其他,,,,家门口公交车路线繁多、贯穿整个花都的交通线路配套都有接驳、广州北火车站、花都广场地铁站、花城路地铁站
珠光流溪御景 4室2厅 南,175.8,10508,从化,4室2厅2卫,167.31㎡,平层,塔楼,高楼层(共11层),暂无数据,137.09㎡,南,钢混结构,其他,,有,,
天誉花园 2室2厅 北,650,59102,天河,2室2厅2卫,109.98㎡,平层,板塔结合,中楼层(共31层),暂无数据,暂无,北,钢混结构,简装,,有,,
东风西路 德坭小区 1楼 七字位采光 复式两房 拎包入住,86,35103,越秀,2室1厅1卫,24.5㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,,市少年宫及流花湖公园步行60米；一津肉菜市场、西华路肉菜市场。康王北路地下美食服装城、西华路美食一条街；步行300米有市一、广医医院。楼下500米内工商银行、中国银行、建设银行、民生银行等。,
一梯两户南北对流南向阳台安静不吵精装修拎包入住,99,23931,白云,2室1厅1卫,41.37㎡,平层,塔楼,中楼层(共7层),暂无数据,暂无,南,钢混结构,简装,,,楼下有儿园小孩方便有菜市场有商场购物方便有公园有电影院有游乐场娱乐,地铁11/12号线即将开通、楼下有公交车、附近有环城高速、交通便利。
红棉南区 精装修大3房电梯在使用中望花园旺中带安静,286,30569,荔湾,3室1厅2卫,93.56㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,东南,钢混结构,精装,,有,1号线花地湾地铁站400米小区1楼地商有邮政银行工商银行。近沃尔玛购物商场有醉观公园荔湾区儿童公园。茶窖市场中市市场多家茶楼翠城茶楼竹溪名宴、地一居、宝蜜园等,广州地铁1号线花地湾地铁站400米小区门口多路公交可到旧荔湾海珠区天河区出行方便
