标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
南沙晴海岸南北对流采光视野好楼下滨海绿道 望江景,129,15092,南沙,3室2厅1卫,85.48㎡,平层,塔楼,低楼层(共22层),暂无数据,68.58㎡,西南,钢混结构,精装,,有,小区去天后宫大概2公里左右、周末可以去度假、1.5公里有南沙旧镇~、购物娱乐近。小区也有小CHAO市~、买菜生活用品很方便。出门就是南沙海滨绿道~、早晚运动散步观海好生活,小区门口就是多路公交车站~、距离地铁4号线南横站500米~、出行方便
富华园地铁口中层平台位置一手业主~、诚意放卖,146,15193,番禺,3室1厅2卫,96.1㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,西南,钢混结构,其他,,,出行方便~、生活配套齐全。公园：石桥公园~、星海公园~、城北公园~、儿童公园医院：市桥医院~、市桥中医院商场：信合*市~、钻汇广场~、喜悦新天地等。,地铁：市桥地铁站350米~、公交站：301路~、番11路~、番12路~、番13路~、番150b路~、K349路~、番150路~、番160路~、番165路~、番27路~、番5路~、番67路~、番73路~、番8路~、番91路~、番96路~、番97路~、番99路。
东方白云花园 2室2厅1卫采光好~、电梯房~、高层视野好。,155,18059,番禺,2室1厅1卫,85.83㎡,平层,塔楼,高楼层(共6层),暂无数据,71.67㎡,东,钢混结构,简装,,,商场：东方白云chao市、新大佳bai货商场番禺永旺梦乐城医院：石基人民医院傍西分院、罗家卫生站、番禺中医院邮局：石岗邮政局银行：农村信用合作社、工商银行、民生银行、建设银行~、公交站：东方白云花园公交站~、小区内部配套：会所、泳池、网球场、等,番禺广场地铁站~、小区门口有直达番禺广场的巴士接驳~、走路到番禺广场1500米~、坐番23、番23B、番16到易发步行街、直达市桥地铁口~、连接番禺大道北、新光快速、华南快速广州绕城高速等
房子安静不吵~、望市桥方向~、业主自主,155,20722,番禺,2室2厅1卫,74.8㎡,平层,塔楼,高楼层(共10层),暂无数据,65.63㎡,西南,钢混结构,精装,,有,,公交路线有：有16号~、23号~、23Ｂ号~、22Ｂ号~、303号公交车路直达番禺广场便民车交通.便利~、公交站就在小区门口！小区西接新光快速~、东接华南快速~、到番禺广场3号~、18号~、22号线地铁站1公里左右。
视野无遮挡 小区少有户型 全屋定制已经封装通铺,327,33858,黄埔,3室2厅1卫,96.58㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,小区楼下除了只带岭南古村落风情街花厅坊已经开业3公里内有星际云汇~、奥园广场~、锐丰等成熟配套三甲医院中山大学岭南医院~、广东省第二中医院,
棠德标准一房一厅改成两房~、精装修~、户型方正~、无抵押,129,29319,天河,2室1厅1卫,44㎡,平层,塔楼,低楼层(共11层),暂无数据,39.2㎡,西北,钢混结构,精装,,,电影院：哈艺、龙影。公园：同心公园、天河公园。市场：棠德综合市场、东南新街市。银行：工商、邮政、建设、农业、中国银行。商场：沃尔玛、卜蜂莲花、天河城*货、优托邦、乐易购、正大优选。医院：社区门诊部、家家乐医院、南方医科大学第三附属医院,棠下小区：B14、B8、B21、304、518、562、813。棠德路：304、408A、496、813、547、503、506、B14。棠德小区北：210、214、408A、408、40、508、60、764、772、813、B18、B19、B23、广增3线、广增5线、高峰快线24路、高峰快线28路。棠东地铁站：21号线
沙园 2室1厅 西,155,26249,海珠,2室1厅1卫,59.05㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,西,钢混结构,简装,,有,,
安静舒适 低总jia 高楼层 采光好 视野佳,260,36303,天河,2室1厅1卫,71.62㎡,平层,塔楼,低楼层(共10层),暂无数据,65.95㎡,南,钢混结构,其他,,,医院：南方医科大学燕岭分院、三甲武警医院。银行：中国工商银行、中国农业银行、中国银行、南粤银行。饮食：肯德基、海门鱼仔、海银海记、羊肉火锅、泰国曼谷食堂、麦当劳、潮汕菜、湛江菜、湘菜等。,小区40米有公交车站金燕生活区站~、途径公交54路、89路、503路、B11路、夜10路等。距离小区130米有燕岭大厦站~、距离小区520米有燕塘企业站~、距离小区520米有地铁燕塘站~、途经3号线北延段、地铁6号线等。
保利紫云 3室2厅 东,360,39080,白云,3室2厅1卫,92.12㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,东,钢混结构,精装,,有,,
滨海新城 二期南向三房 少有户型在卖 诚心放卖,154,17447,南沙,3室2厅1卫,88.27㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,南,钢混结构,其他,,有,小区生活配套浓郁~、今州广场~、华汇广场~、奥园金莎广场~、奥园中环广场~、金洲农贸市场~、南沙城商圈~、蕉门公园~、南沙三甲医院等。,小区门口有两个公交车站~、4个站左右可以到地铁四号线金洲地铁站~、可到广州市区~、南沙客运港方向~、多个共享单车停放点。
大马路　框架低层　安静4房　生活便利,520,52236,越秀,4室2厅2卫,99.55㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南北,钢混结构,其他,,有,房子地处竹丝岗大马路~、200米处有中山大学附属医院~、350米处有东山口双地铁站和东山锦轩现代城~、配套齐全。,东山口地铁站400米。16、63、112、192、221、223、225、247、285、287、517、535、542夜15路夜36路地铁：1号线和6号线东山口站交通方便
户型方正~、精装修两房~、城市芯~、近三地铁。,175,29506,海珠,2室1厅1卫,59.31㎡,平层,塔楼,中楼层(共10层),暂无数据,52.9㎡,西,钢混结构,精装,,有,市场：华润家、好又多、、国美、银行：工商、建设、中国、农业、交通银行医院：中山二院南院、石溪中医院、紫荆医院其他：麦当劳~、肯德基~、江南菜馆~、鸿星酒家~、天宝酒家~、鸣翠邮局,小区门口有地铁2号线东晓南站~、公交线路众多~、如晓港湾站（东晓南路）途经287路、75路等线路
业主全屋定制精装修 南北对流 随时可看可谈,560,45345,天河,4室2厅2卫,123.5㎡,平层,塔楼,低楼层(共20层),暂无数据,暂无,南,钢混结构,其他,,有,1公里7.5完方完科广场~、大观湿地公园~、奥林匹克体育馆~、高德汇~、奥特莱斯~、东圃天河城楼下步行街街市~、太古汇~、中山大学附属第三医院~、广州华医医院~、饮食地带有食博会~、美食城中森食博汇,门口即是公交站可达奥体~、珠江新城~、100米上环城高速~、地铁21号线智慧城站只有700米~、坐地铁去往珠江新城只需要7站
东山锦轩 地理位置好  少有放盘 近地铁,1120,93874,越秀,3室2厅2卫,119.31㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,东北,钢混结构,其他,,有,医院：200米处是广药附属一院~、400米处是中山医。商ye配套：楼下即是东山锦轩现代城~、250米处还有大型配套广bai*货~、300米处有东山bai货大楼和龟岗社区~、有东山肉菜市场。,地铁：1.6号线东山口站公交：106路、129路、夜15路、夜27路、299路、37路、551路、63路、夜9路
金都花园~、一梯两户~、方正实用~、通风采光好！,60,6544,花都,3室2厅1卫,91.69㎡,平层,暂无数据,中楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,,该小区处于花都交通枢纽位置~、距离高铁站、地铁口、客运站、广清新华出口直线距离均在500米左右。新华医院~、金华菜市场、布心市场均在500米左右,火车北站西广场约600米~、有高铁站~、地铁站~、城际轻轨~、距高速路口约400米~、交通便利！
小区环境优美 中间楼层 ~、视野开阔 采光充足,155,19431,黄埔,2室2厅1卫,79.77㎡,平层,塔楼,中楼层(共33层),暂无数据,63.36㎡,东北,钢混结构,其他,,有,小区配套完善：有华润家中海誉城店~、北门有肉菜市场~、钱大妈肉菜~、小区步行街~、公交站~、附近有大型萝岗达广场~、锐丰~、香雪奥园广场。医疗方面-有金梦社区卫生服务站~、三甲医院萝岗中医院~、中山大学第三附属岭南医院。内部环境：小区花园大楼间距宽,距离地铁3.2公里小区出入口都有几路公交车包括391~、516338~、336~、367等可以直达6号香雪地铁站2有楼巴直达天河各个繁华地段及地铁口方便业主上班3此房源近小区西门坐公车到地铁站坐楼巴到天河都很方便买菜或接小孩都方便
锦绣天伦 南向3房2卫保养装修好,160,15609,增城,3室2厅2卫,102.51㎡,平层,塔楼,低楼层(共18层),暂无数据,86.26㎡,南北,钢混结构,其他,,有,13号地铁官湖站1公里内~、一站到达新塘TOD~、16号~、28号等地铁线新白广穗莞深等交通枢纽新塘玩达永旺梦乐城合生汇公园：新塘公园四望岗公园医院：新塘医院同和医院南方医院,锦绣天伦门口200米就有公交车站~、可以往来黄埔到天伦小区边上茅山大道通沿江大道~、沿江大道直达珠江新城离小区900米有十三号线官湖地铁口。往南300米有广深大道~、往北一公里有环城路
天诚广场 封闭花园小区 管理好~、户型方正 地铁口,488,59863,天河,3室1厅1卫,81.52㎡,平层,塔楼,低楼层(共25层),暂无数据,暂无,西,钢混结构,简装,,有,菜市场国六宝综合菜市场农垦肉类菜市场银行xiehe新世界楼下有招生银行工商银行小区楼下有兴业银行,龙口东公交站天润路公交站地铁站：3号线华师地铁站岗顶地铁站~、11号线天河东站
半岛E区西南望花园一房 户型方正 采光很好,148,29725,白云,2室1厅1卫,49.79㎡,平层,塔楼,高楼层(共22层),暂无数据,暂无,南,钢混结构,其他,,有,内设商场~、便利店~、邮局~、银行（建设银行、工商银行、邮政储蓄等）；门口有省中医院附属门诊~、有松洲菜肉市场~、购物买菜方便；有肯德基、美容院等；小区A区一楼为铺位~、内有许多饭馆等,13号线地铁正在建设中。公交：114、198、290、291B、42、46、521、527、B3A、B3B、B3、563、广478、夜19路、夜30路、夜3路、夜45路、夜76路、夜96路、广高峰快线30路、高峰快线16路、高峰快线25路、佛276路、佛276（干）路。地铁：6号线沙贝站、5号线西场站
荷塘月色三期小高层  一梯两户 南北对流 通风采光好,510,38462,白云,3室2厅2卫,132.6㎡,错层,塔楼,高楼层(共9层),暂无数据,109.66㎡,南北,钢混结构,精装,,有,旺家商场、钱大妈、果园、大森林药房、肉菜市场公园：白云山风景区、南湖风景区、新体育馆、雕塑公园、真功夫、白云汇、电影院、美容院、靓车一组汽车服等,地铁2号线~、萧岗站1.1KM~、新市墟地铁站（在建）公交车：祥景花园站、安华装饰城站~、途经线路有126路、663、244短线、244路、265路、268路、291A、291B、36路、563路、803路、810路、832路、841路、高峰快线5、夜22路、夜9路、615路等多条公交接驳
诚出 绿地城两房 地铁口  中高层  含车位,138,18293,黄埔,2室2厅1卫,75.44㎡,平层,板塔结合,高楼层(共33层),暂无数据,暂无,北,钢混结构,精装,,有,,地铁14号线旺村站~、三站到达镇龙接驳21号线6站可到达员村。往南走广河高速接华南快速干线到天河~、往北走广从公路直达白云
厅出阳台~、楼层好视野开阔~、配套设施齐全~、交通便利,560,53816,越秀,3室2厅1卫,104.06㎡,平层,塔楼,中楼层(共25层),暂无数据,79.4㎡,北,钢混结构,其他,,有,商场：华润商场菜市场：明月~、寺右~、东兴南邮局：五羊邮政银行：中国银行、建设银行、农业银行、工商银行医院：愈生医院、省中医院门诊部其他：麦当劳、肯德基,地铁：5号线五羊邨站~、杨箕站、1号线杨箕站~、3号线珠江新城站~、公交：182路、106路、129路、夜15路、夜27路、299路、37路、551路、63路、夜9路
佳信花园 高层南向两房 视野好无遮挡  装修保养好,620,68516,海珠,2室1厅1卫,90.49㎡,平层,塔楼,高楼层(共30层),暂无数据,74.91㎡,南,钢混结构,精装,,有,购物赤岗购物步行街纵横广场四季天地商城珠影广场沃尔玛商场饮食珠影饮食街赤岗北路四季天地饮食广场艺园路饮食步行街琶堤酒吧街娱乐哈艺电影院城活力无限KTV客村店医院省二医规划磨碟沙电商总部广州地铁总部IT科贸园购物赤岗购物步行街纵横广场四季天地..,地铁:客村站、赤岗站公交站:珠影站共有30多条线路可供你选择14路、37路、69路、(源江线131A路、131B路)、184路、190路、270路、226路、B7路、B7路快线、大学城专线、高峰路线：22路、39路、55路、59路、6路、74路夜车路线有：101路、29路、45路....
公园前原装电梯房~、地铁一二号线双地铁 高层东南向,359,53937,越秀,2室1厅1卫,66.56㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,东,钢混结构,其他,,有,人民公园~、中山五路北京路步行街~、光明广场~、惠福路美食花街~、纪念堂~、海珠广场。,交通出行：小区门口即是公交站~、步行300米可达公园前地铁站~、步行800米可达海珠广场地铁站
低密度小区~、配套齐全~、使用率高~、小区管理严格,390,51945,天河,2室2厅1卫,75.08㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,有,小区交通方便门口有20多条公交路线~、步行1.2公里可到梅花园3号地铁线~、小区路口桥底有大型鱼肉菜市场生活便利~、往北400米有大型的金茂商*业广场~、距离小区3公里有三甲医院南方医院。配套齐全。,距离小区300米有伍仙桥公交站~、公交线路立处于广州大道北交通干线~、公交路线众多~、直达天河市CBD~、还有地铁三号线梅花园站~、六号线天平架地铁站~、交通便利~、位于广州CBD生活圈内
小区绿化好~、近18罗汉山~、小区内设地下停车场~、,90,9382,南沙,3室2厅1卫,95.93㎡,平层,塔楼,低楼层(共18层),暂无数据,80.17㎡,东北,钢混结构,简装,,有,此小区位于镇政府旁边~、配套完善~、小区旁就有一个全民健身的场所设施~、像医院~、市场~、广场~、银行~、菜市场都一一具有,
一线江景~、高楼层~、视野无遮挡~、位置好~、业主诚心出,800,76271,天河,3室1厅2卫,104.89㎡,平层,塔楼,高楼层(共33层),暂无数据,84.79㎡,南,钢混结构,精装,,有,小区地处东圃中间位置~、南面是金融城~、出行是700米是东圃地铁口~、5号线直达珠江新城~、开车500米可以直接上环城高速。,小区地处东圃中间位置~、南面是金融城~、出行是700米是东圃地铁口~、5号线直达珠江新城~、开车500米可以直接上环城高速。
佳大银湾 10年的楼龄 视野开阔 地铁距离100米,388,52348,海珠,2室1厅1卫,74.12㎡,平层,塔楼,中楼层(共24层),暂无数据,暂无,北东南,钢混结构,其他,,有,银行：中国工商银行(广州建基支行)~、中国邮政储蓄银行(海联路邮局营业部)~、交通银行(海印支行)~、中国银行(滨江东路支行)~、中国工商银行(广州金雅苑支行)~、中国银行(广新外贸支行)~、广州农商银行(怡乐支行)~、中国农业银行(广州海印桥南支行)~、中国建设银行,滨江东地铁10号线距离100米公交：24路、83路、121路、131路、182路、204路、229路、247路、266路、272路、822路、130路、178路、204路、23路
《店长主推》雅居乐南向望湖景~、开阔视野,355,30009,番禺,3室2厅2卫,118.3㎡,平层,塔楼,低楼层(共11层),暂无数据,102.7㎡,南,钢混结构,简装,,有,,地铁：7号线员岗站~、楼巴公交：小区内有直达大巴到体育西~、小区各个组团有穿梭巴士~、南大干线全线开通
此房高层视野开阔~、采光充足~、配套齐全。,230,22116,花都,3室1厅2卫,104㎡,平层,塔楼,高楼层(共18层),暂无数据,86.36㎡,南,钢混结构,其他,,有,,
豪骏名苑 3室1厅 东南 南,125,13479,花都,3室1厅1卫,92.74㎡,平层,塔楼,高楼层(共16层),暂无数据,73.95㎡,东南南,钢混结构,其他,,有,,
保利地铁 3房南向花园~、高层视野采光好！,108,11049,花都,3室2厅1卫,97.75㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,北,钢混结构,其他,,有,保利高尔夫郡位于广州花都风神大道南侧~、出门便是亚运体育场馆；旁边是广州北唯一双18洞3000亩高尔夫球场~、下楼即达地铁口~、是广州罕有的地铁口高尔夫资源项目也是广州北唯一的“地铁城央高尔夫社区”；拥有3公里绿色山体景观资源,门口有地铁9号线飞鹅岭站~、有花68.花24.花5B~、花24B路公交车经过~、距离广州北站约4公里~、交通四通八达。
南向电梯大3房  一梯2户 中层 可以公积金  入中Xin,238,19303,番禺,3室2厅2卫,123.3㎡,平层,塔楼,中楼层(共7层),暂无数据,暂无,南,钢混结构,其他,,有,购物：钻汇广场~、易发步行街~、西丽广场等。运动：英东体育场~、英东游泳场。医院：番禺市桥医院~、番禺中医院~、何贤纪念医院。银行：中国工商银行~、中国银行~、农商银行。,交通方便~、有多路公交车~、有番27路、番23路、番16路、番67路公交。距离3号线市桥站大概1.2公里~、从门口坐公交车可以直达市桥地铁站~、大概四个站。
富力半岛  全新精装两房  中层望泳池园林  视野开阔,238,36672,白云,2室2厅1卫,64.9㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,东北,钢混结构,其他,,有,小区有商场~、邮局~、银行(建设银行、工商银行、邮政储蓄等)出小区500米范围内：妇产玛莱医院~、有松洲菜肉市场~、购物买菜方便;有肯德基、美容院等,13号线地铁正在建设中。公交：114、198、290、291B、42、46、521、527、B3A、B3B、B3、563、广478、夜19路、夜30路、夜3路、夜45路、夜76路、夜96路、广高峰快线30路、高峰快线16路、高峰快线25路、佛276路、佛276（干）路。地铁：6号线沙贝站、5号线西场站
准电梯高层 地铁口走路5分 钟 中医学院格局方正采光好,168,31597,白云,2室1厅1卫,53.17㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,南,钢混结构,简装,,,,中医药大学公交站~、公交广园新村站：175、179、181、、189、199、210、241、24、257、265、273、278、298、32、38路等公交站童心北站：189、481路环线、93路、大学城专线1路~、地铁11号线广园新村站（在建）5号线广州火车站~、2号线飞翔公园站
阳光城丽景湾·澜悦 4室2厅 南,198,17444,南沙,4室2厅2卫,113.51㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,南,钢混结构,其他,,有,,
一手业主 双地铁 电梯平层 实用一房一厅 有小平台,98,24494,海珠,1室1厅1卫,40.01㎡,平层,塔楼,低楼层(共9层),暂无数据,36.18㎡,南,钢混结构,其他,,有,医院/银行/市场；孙逸仙附属第二医院南院；工商银行、农业银行、中国银行、建设银行、民生银行、沃尔玛,公交车：南洲名苑站~、海珠客运站~、途经线路包括13路、180路、202路、221路、230路、288路、309路、530路、546路、551路、59路、75路、79路、79路A线、836路、86路、87路、9路、夜20路、夜24路、夜7路
阳光城悦然府 高层东南向 大三房 景观开阔,150,17879,南沙,3室2厅1卫,83.9㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,东南,钢混结构,精装,,有,交通配套距离4号线金洲1公里可以去到市区西门门口有公交站点南63路南4路南8路楼下有公立凤凰花悦然府金沙路星河cocopark大型商叶综合体~、旁边就是蕉门河公园,
珠江壹城~、大三房~、南向~、环境优美。,106,8956,从化,3室2厅2卫,118.36㎡,平层,板塔结合,中楼层(共27层),暂无数据,92.4㎡,南,钢混结构,精装,,有,,小区门口是105国道广从快速路~、可驾车通行广州各区域~、京港澳高速、大广高速、派街高速~、地铁14号线神岗站距离小区门口约470米~、小区有公交接驳车。
南华中路 3室1厅 东南 南,119,15731,海珠,3室1厅1卫,75.65㎡,平层,板楼,低楼层(共4层),暂无数据,暂无,东南南,混合结构,其他,,,,
体育东 封闭管理小区 满五年唯一 电梯四房 装修保养好,510,46004,天河,4室2厅1卫,110.86㎡,平层,板塔结合,低楼层(共9层),暂无数据,100.16㎡,南北,钢混结构,简装,,有,商场：one菱汇、太古汇、正佳广场、天环、天河城、时尚天河医院：中山三院、十二医院、中医院等公园：珠江公园、天河公园、临江带状公园、二沙岛银行：中国银行~、农业银行~、民生银行,地铁：三号线石牌桥A出口~、公交：石牌桥站~、交通便利~、公交线路发达
楼层好~、南向格局好~、保养好~、业主有心卖房,110,23626,白云,1室1厅1卫,46.56㎡,平层,板楼,高楼层(共7层),暂无数据,暂无,南,钢混结构,简装,,,,地铁：8号同德站~、大约200米左右~、公交：134、175、176、179、17、196、212、215、228、238、241、524、527、543、545、62、71、80、832、高峰快线17、高峰快线2、高峰快线3、夜15、夜21、夜2公交线~、公交直达天河~、广州火车站
富临苑精装两房~、南北对流~、满五唯⼀,160,14901,番禺,2室2厅1卫,107.38㎡,平层,板楼,中楼层(共5层),暂无数据,暂无,南,钢混结构,其他,,,小区楼下有公交车站~、菜市场~、旁边有医院~、小区花园~、娱乐广场~、配套一应俱全,小区门口有番22路~、番52路~、番72路~、番78路~、番81路车~、番3路车。番23路车.可直达石碁地铁站~、番禺广场~、市桥~、石楼~、莲花山
亚运城天誉户型方正~、精装修保养好~、屋子干净整洁,220,19397,番禺,3室2厅1卫,113.42㎡,平层,塔楼,高楼层(共55层),暂无数据,暂无,西北北,钢混结构,精装,,有,小区门口有公交站~、地铁4号线海傍站~、广澳高速~、亚运城购物广场~、金嘉市~、永德肉菜市场~、亚运城体育馆~、迎宾广场~、升旗广场~、亚运城国际街~、广州医科大学附属第二医院（三甲医院）亚运城广场,地铁站有4号线海傍站（已投入使用）、3号线东延段（建设中）、8号线南延段（规划中）。公交：番162B路、番162路到技术官员村站；番148路到裕丰村站；番149路到亚运城站；番160路到媒体村站
人民北路 精装低层三房 拧包入住 户型方正,178,28706,越秀,3室1厅1卫,62.01㎡,平层,塔楼,低楼层(共8层),暂无数据,暂无,西,钢混结构,精装,,,市区肉菜市场林立~、生活气息浓厚~、医院~、商场~、幼儿园~、地铁站都在,地铁:1号线西门口站、2号线纪念堂站公交：海珠北路、六榕寺站、市一医院站、迎宾馆站、中山六路站~、公交车站中山六路、西门口、人民北路公交站~、多条公交线路经过通往市内各区~、地铁距离一号线西门口站250米
此房北向望花园~、视野宽阔~、采光充足~、格局方正.,100,8371,花都,3室2厅2卫,119.47㎡,平层,板楼,中楼层(共12层),暂无数据,暂无,北,钢混结构,其他,,有,距离菜市场500米香港街合成两大步行街800米。在家门口多路公交停靠门口,
南航花园 南向3房 采光好 诚心放卖,199,19857,花都,3室2厅1卫,100.22㎡,平层,塔楼,低楼层(共11层),暂无数据,暂无,南,钢混结构,其他,,有,商圈：南门出来步行来又来~、大润发~、北门出来就是骏威~、骏壹邦~、菜市场等等的配套都是齐全的。,有机组长沿线~、马鞍山公园地铁站~、花都广场地铁站~、701号公交车~、4号公交车~、701号公交车
中鼎君和名城 2室2厅 东 北,335,43918,黄埔,2室2厅1卫,76.28㎡,平层,塔楼,低楼层(共33层),暂无数据,61.6㎡,东北,钢混结构,精装,,有,,
地铁口大三房  中XIN 户型方正对流 小区管理,241,22801,番禺,3室2厅2卫,105.7㎡,平层,塔楼,中楼层(共7层),暂无数据,96.29㎡,南北,混合结构,精装,,,骏和广场~、钻汇广场~、喜悦天地~、易发步行街~、华润~、英东体育馆~、英东游泳馆~、石桥公园~、城北公园~、泰兴隆~、信和连锁~、钱大妈~、番山市场~、汀沙市场步行街等。,距离3号线市桥地铁站200米左右~、小区东门光明北路公交站有16路~、30路~、1路公交经过~、出行方便。
框架安静两房得房率高精装修采光好到炸裂 可公积金,138,31500,海珠,2室1厅1卫,43.81㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南北,钢混结构,其他,,,配套：商场：盒马生鲜~、乐峰广场~、江南新地。医院有红十字会。市场：金昌肉菜市场、龙导尾市场~、润南肉菜市场、沙园市场。银行：中国银行、建设银行、工商银行、农业银行~、农商银行。,多处设有公交站~、公交站有洪德路站~、途经线路包括9、10、16、31、79、79A、114、123、183、226、248、288、288A、、夜3、夜7和夜45等~、双地铁~、距8号线延长线同福西站50多米~、出行很方便
光大四期水岸榕城 满二 楼皇单位 视野开阔景观好,220,57025,海珠,1室0厅1卫,38.58㎡,平层,塔楼,中楼层(共17层),暂无数据,32.44㎡,西北,钢混结构,精装,,有,商场：凯德乐峰广场200米~、7-ELEVEN320米等；医疗：海珠区红十字会医院700米~、南方医科大学珠江医院1100米~、广州医科大学附属第二医院2000米；银行：中国银行~、广州银行~、平安银行~、建设银行酒店：7天~、商务酒店,公交：榕景路133米~、沙园站176米~、凤凰新村（宝业路口）320米~、沙渡路387米地铁：沙园211米（广佛与8号线汇集）~、凤凰新村953米房主自荐(业主对房源的描述)
光大四期水岸榕城 满五 楼皇单位 视野开阔景观好 省级,500,62391,海珠,2室2厅1卫,80.14㎡,平层,塔楼,中楼层(共17层),暂无数据,67.38㎡,西北,钢混结构,精装,,有,商场：凯德乐峰广场200米~、7-ELEVEN320米等；医疗：海珠区红十字会医院700米~、南方医科大学珠江医院1100米~、广州医科大学附属第二医院2000米；银行：中国银行~、广州银行~、平安银行~、建设银行酒店：7天~、商务酒店,公交：榕景路133米~、沙园站176米~、凤凰新村（宝业路口）320米~、沙渡路387米地铁：沙园211米（广佛与8号线汇集）~、凤凰新村953米房主自荐(业主对房源的描述)
中间楼层视野开阔带L型大露天阳台,249,28322,番禺,3室2厅1卫,87.92㎡,平层,塔楼,中楼层(共56层),暂无数据,69.97㎡,北,钢混结构,精装,,有,小区楼下就是各种商铺~、商店~、水果店~、饮食店~、肉菜市场~、生活购物链很完善~、很便利！滨江分园可以跑步~、运动打球等,
合益小区 格局方正 实用两房 厅出阳台,138,15484,白云,2室1厅1卫,89.13㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,北,钢混结构,简装,,,,地铁2号线、地铁8号线聚龙地铁站~、公车:185路7路975路424路103路105路115路113路63路555路556路540路等等
环市西路 2室1厅 东,118,25889,荔湾,2室1厅1卫,45.58㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,东,钢混结构,简装,,,,
大学小筑 园林小区 两面望江 标准三房,1150,62035,番禺,3室2厅2卫,185.38㎡,平层,塔楼,低楼层(共21层),暂无数据,暂无,南,钢混结构,其他,,有,,地铁：4号线大学城南站；7号线大学城南站~、12号线大学城南。公交车大学城广工总站途经线路310路自驾车：1科韵路琶洲大桥南沙港快速路大学城出口外环西路项目；2华南快速干线出口南沙港快速路大学城出口外环西路项目
聚龙华庭一楼带80方自用面积 精装修即买即可拎包入住,360,36302,番禺,3室2厅2卫,99.17㎡,平层,塔楼,低楼层(共6层),暂无数据,94.33㎡,南北,钢混结构,精装,,,工商银行~、建设银行~、民生银行~、医院：祈福医院~、区人民医院：荣达幼教集团幼儿园~、明翠苑幼儿园~、富都公园:儿童公园。大夫山森林公园,地铁三号线市桥站、地铁22号线祈福站、番禺广场站接驳巴士、至宏城广场、海珠广场专线巴士；番100路、番15路~、番1路~、番21b路~、番55路~、番91路~、番96路~、番99路~、广番97路~、广番97路短线~、301路房主自荐(业主对房源的描述)
祥兴巷1号~、全新装修~、三房一卫,33,4286,花都,3室1厅1卫,77㎡,平层,板楼,高楼层(共6层),暂无数据,暂无,南,钢混结构,其他,,,,
精致小两房~、原始户型~、光线良好,198,38756,天河,2室1厅1卫,51.09㎡,平层,板楼,中楼层(共18层),暂无数据,暂无,北,钢混结构,简装,,有,配套齐全~、商场~、市场~、医院都有~、生活的便利~、适合长远计划~、自住,
次新小区~、安静舒适南向三房两卫,438,39059,荔湾,3室2厅2卫,112.14㎡,平层,塔楼,中楼层(共29层),暂无数据,93.1㎡,东南,钢混结构,精装,,有,生活配套成熟~、肉菜市场、儿童乐园、医院、银行、宾馆酒楼~、衣食住行。交通方便户型方正装修新净小区绿化环境好,
森林半岛宽奢两房~、方正实用~、刚需自主优选,116,12983,增城,2室1厅1卫,89.35㎡,平层,塔楼,中楼层(共17层),暂无数据,71.74㎡,西南,钢混结构,精装,,有,小区的形成规划~、1000平方米配套--克拉汇~、引进新加坡邻里模式~、美食、家庭服务、美容健身、时尚购物~、大型CHAO市~、吃喝玩乐一步到位。,小区设有三条楼巴线路连通广州天河、萝岗、黄埔~、公交莞穗1号线、437路、572路、6路已进入小区~、小区免费楼巴各个苑区都有站点~、新塘6路直达新塘镇~、437直达到南岗玩具城总站~、572到开发区~、358路直通萝岗区~、交通便利。邻广园东快速路
中海两房 中楼层 保养好 诚心出,320,41042,荔湾,2室1厅1卫,77.97㎡,平层,塔楼,中楼层(共50层),暂无数据,63.23㎡,东北,钢混结构,其他,,有,商圈肯德鸡麦当劳星巴克电影院等中国银行工商银行农业银行民生银行广州银行等等医疗方面荔湾区第三人民医院荔湾区人民医院广钢医院都是三级甲等医院双地铁广佛线一号线步行500米l商城业态成熟便利,西朗A出口/鹤洞站C出口~、公交车91路、583路、222路、181路、19路、217路、277路、285路、565路、769快线、69路、811路等线路可到达
